drugID,diseaseID,label,split,count_drug,count_disease,q_score_PS,p_score_Target,p_score_Category,p_score_Conditions,p_score_Description,p_score_Mechanism,p_score_Pharmacodynamics,p_score_Smile,adj_q_score_PS,adj_p_score_Target,adj_p_score_Category,adj_p_score_Conditions,adj_p_score_Description,adj_p_score_Mechanism,adj_p_score_Pharmacodynamics,adj_p_score_Smile,coverage_count,num_preds
DB00396,305,0,train,2.0,1.0,0.0,0.0,0.0128205128205128,0.0,0.6500722,0.7165777,0.7348214,0.0333333333333333,0.0,0.0,0.0128205128205128,0.0,0.6500722,0.7165777,0.7348214,0.0333333333333333,5,0
DB00461,206,0,train,1.0,4.0,0.090739,0.0,0.0,0.0,0.47717187,0.72338194,0.6815362,0.0675675675675675,0.090739,0.0,0.0,0.0,1.90868748,2.89352776,2.7261448,0.27027027027027,5,0
DB00918,194,0,train,1.0,1.0,0.187241,0.0,0.0465116279069767,0.0,0.7729771,0.60282403,0.60514045,0.057471264367816,0.187241,0.0,0.0465116279069767,0.0,0.7729771,0.60282403,0.60514045,0.057471264367816,5,0
DB06803,399,0,train,5.0,1.0,0.099633,0.0,0.0392156862745098,0.0,0.60653114,0.72059494,0.79848933,0.1748251748251748,0.4981649999999999,0.0,0.0392156862745098,0.0,0.60653114,0.72059494,0.79848933,0.1748251748251748,5,0
DB00736,80,0,train,8.0,3.0,0.059032,0.0,0.1612903225806451,0.0,0.8771416,0.8689009,0.8824085,0.1979166666666666,0.472256,0.0,0.4838709677419353,0.0,2.6314248,2.6067027,2.6472255,0.5937499999999998,5,0
DB01576,321,0,train,1.0,2.0,0.0,0.0,0.0,0.0,0.5163162,0.61955565,0.63026595,0.0377358490566037,0.0,0.0,0.0,0.0,1.0326324,1.2391113,1.2605319,0.0754716981132074,5,0
DB04865,355,0,train,4.0,1.0,0.114589,0.0,0.0625,0.0,0.82230186,0.7638637,0.67392206,0.1688311688311688,0.458356,0.0,0.0625,0.0,0.82230186,0.7638637,0.67392206,0.1688311688311688,5,0
DB01167,19,0,train,9.0,3.0,0.0,0.0,0.1206896551724138,0.0,0.79115605,0.8437283,0.8167244,0.1439114391143911,0.0,0.0,0.3620689655172414,0.0,2.37346815,2.5311849,2.4501732,0.4317343173431733,5,0
DB00280,326,0,train,1.0,1.0,0.0,0.0,0.1351351351351351,0.0,0.7196425,0.751319,0.67620826,0.1223021582733813,0.0,0.0,0.1351351351351351,0.0,0.7196425,0.751319,0.67620826,0.1223021582733813,5,0
DB00624,122,0,train,2.0,2.0,0.137258,0.0,0.0389610389610389,0.0,0.6166314,0.71406454,0.6130668,0.0495049504950495,0.274516,0.0,0.0779220779220778,0.0,1.2332628,1.42812908,1.2261336,0.099009900990099,5,0
DB01026,205,0,train,1.0,1.0,0.046803,0.0,0.0,0.0,0.8181764,0.7051657,0.755908,0.0330578512396694,0.046803,0.0,0.0,0.0,0.8181764,0.7051657,0.755908,0.0330578512396694,5,0
DB00222,166,0,train,4.0,3.0,0.144367,0.0,0.064516129032258,0.0,0.8100638,0.6523204,0.6863831,0.1575342465753424,0.577468,0.0,0.1935483870967739,0.0,2.4301914,1.9569612,2.0591493,0.4726027397260272,5,0
DB00199,203,0,train,1.0,1.0,0.092553,0.0,0.0185185185185185,0.0,0.6415326,0.5469997,0.7591542,0.0070921985815602,0.092553,0.0,0.0185185185185185,0.0,0.6415326,0.5469997,0.7591542,0.0070921985815602,5,0
DB00724,376,0,train,16.0,1.0,0.02075,0.0,0.0625,0.0,0.79101336,0.78846836,0.87534034,0.2258064516129032,0.332,0.0,0.0625,0.0,0.79101336,0.78846836,0.87534034,0.2258064516129032,5,0
DB00642,404,0,train,5.0,0.0,0.0,0.0,0.0754716981132075,0.0,0.7809657,0.78458446,0.78591603,0.2314814814814814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB01228,3,0,train,11.0,1.0,0.066591,0.0,0.1282051282051282,0.0,0.66490245,0.8082087,0.7455357,0.2888888888888888,0.732501,0.0,0.1282051282051282,0.0,0.66490245,0.8082087,0.7455357,0.2888888888888888,5,0
DB00997,356,0,train,4.0,14.0,0.135854,0.0,0.2352941176470588,0.0,0.8692928,0.7655386,0.77027655,0.2123287671232876,0.543416,0.0,3.294117647058823,0.0,12.1700992,10.7175404,10.7838717,2.9726027397260264,5,0
DB01246,91,0,train,1.0,3.0,0.130832,0.0,0.0196078431372549,0.0,0.7805245,0.74317056,0.72707003,0.1653543307086614,0.130832,0.0,0.0588235294117647,0.0,2.3415735,2.22951168,2.18121009,0.4960629921259842,5,0
DB00787,391,0,train,4.0,1.0,0.115071,0.0,0.0638297872340425,0.0,0.7308929,0.66681767,0.6922036,0.1125,0.460284,0.0,0.0638297872340425,0.0,0.7308929,0.66681767,0.6922036,0.1125,5,0
DB00140,135,0,train,15.0,1.0,0.086264,0.0,0.0638297872340425,0.0,0.6677066,0.7929273,0.6636846,0.1391304347826087,1.29396,0.0,0.0638297872340425,0.0,0.6677066,0.7929273,0.6636846,0.1391304347826087,5,0
DB00302,171,0,train,1.0,5.0,0.365597,0.0,0.1025641025641025,0.0,0.8225155,0.6251518,0.88883734,0.0585585585585585,0.365597,0.0,0.5128205128205126,0.0,4.1125775,3.1257590000000004,4.4441867,0.2927927927927925,5,0
DB00193,93,0,train,4.0,5.0,0.230923,0.0,0.0476190476190476,0.0,0.78528273,0.7945845,0.7203206,0.1391304347826087,0.923692,0.0,0.238095238095238,0.0,3.92641365,3.9729225,3.601603,0.6956521739130435,5,0
DB00741,87,0,train,1.0,5.0,0.33535,0.0,0.0769230769230769,0.0,0.8191953,0.59758365,0.72334903,0.1403508771929824,0.33535,0.0,0.3846153846153844,0.0,4.0959765,2.98791825,3.61674515,0.701754385964912,5,0
DB00570,188,0,train,12.0,7.0,0.118046,0.0,0.1234567901234567,0.0,0.817614,0.8090685,0.75781894,0.1527093596059113,1.416552,0.0,0.8641975308641969,0.0,5.723298,5.663479499999999,5.3047325800000005,1.0689655172413792,5,0
DB00201,281,0,train,1.0,4.0,0.262218,0.0,0.028169014084507,0.0,0.6477667,0.5585146,0.66183805,0.0561797752808988,0.262218,0.0,0.112676056338028,0.0,2.5910668,2.2340584,2.6473522,0.2247191011235952,5,0
DB00687,287,0,train,1.0,2.0,0.05129,0.5,0.2727272727272727,0.0,0.7663261,0.8038615,0.6646792,0.45,0.05129,1.0,0.5454545454545454,0.0,1.5326522,1.607723,1.3293584,0.9,5,0
DB01399,301,0,train,4.0,3.0,0.075697,0.0,0.0,0.0,0.7067107,0.7127892,0.7725821,0.0390625,0.302788,0.0,0.0,0.0,2.1201321,2.1383676,2.3177463,0.1171875,5,0
DB00554,405,0,train,55.0,4.0,0.080495,0.25,0.1186440677966101,0.0,0.86106783,0.8966998,0.8490707,0.2745098039215686,4.427225,1.0,0.4745762711864404,0.0,3.44427132,3.5867992,3.3962828,1.0980392156862744,5,0
DB00384,279,0,train,4.0,2.0,0.155028,0.0,0.0,0.0,0.83861107,0.76291066,0.81799847,0.1485148514851485,0.620112,0.0,0.0,0.0,1.67722214,1.52582132,1.63599694,0.297029702970297,5,0
DB01019,59,0,train,1.0,1.0,0.0,0.0,0.0,0.0,0.80873936,0.7548503,0.6659502,0.0961538461538461,0.0,0.0,0.0,0.0,0.80873936,0.7548503,0.6659502,0.0961538461538461,5,0
DB00585,199,0,train,13.0,3.0,0.15671,0.0,0.0512820512820512,0.0,0.83690035,0.83491504,0.8191255,0.1052631578947368,2.03723,0.0,0.1538461538461535,0.0,2.51070105,2.50474512,2.4573765,0.3157894736842104,5,0
DB00996,337,0,train,1.0,13.0,0.108165,0.0,0.0714285714285714,0.0,0.7752058,0.8035737,0.7619711,0.0208333333333333,0.108165,0.0,0.9285714285714282,0.0,10.0776754,10.4464581,9.9056243,0.2708333333333329,5,0
DB00323,209,0,train,3.0,8.0,0.308035,0.0,0.0847457627118644,0.0,0.74565566,0.87182736,0.62130123,0.119047619047619,0.924105,0.0,0.6779661016949152,0.0,5.96524528,6.97461888,4.97040984,0.952380952380952,5,0
DB00810,85,0,train,6.0,2.0,0.039048,0.0,0.0909090909090909,0.0,0.7461791,0.7952427,0.65349627,0.1223628691983122,0.234288,0.0,0.1818181818181818,0.0,1.4923582,1.5904854,1.30699254,0.2447257383966244,5,0
DB01254,220,0,train,1.0,2.0,0.181308,0.0,0.0526315789473684,0.0,0.6358099,0.6775598,0.78662187,0.0920245398773006,0.181308,0.0,0.1052631578947368,0.0,1.2716198,1.3551196,1.57324374,0.1840490797546012,5,0
DB01194,227,0,train,1.0,4.0,0.064297,0.0,0.0,0.0,0.79497087,0.5716765,0.6463256,0.0762711864406779,0.064297,0.0,0.0,0.0,3.17988348,2.286706,2.5853024,0.3050847457627116,5,0
DB00323,217,0,train,1.0,8.0,0.240168,0.0,0.0285714285714285,0.0,0.836131,0.7894385,0.75612384,0.0329670329670329,0.240168,0.0,0.228571428571428,0.0,6.689048,6.315508,6.04899072,0.2637362637362632,5,0
DB00988,173,0,train,2.0,4.0,0.236482,0.0,0.0847457627118644,0.0,0.75372326,0.6961451,0.6881591,0.1216216216216216,0.472964,0.0,0.3389830508474576,0.0,3.01489304,2.7845804,2.7526364,0.4864864864864864,5,0
DB06196,51,0,train,1.0,0.0,0.0,0.0,0.0,0.0,0.7524637,0.82520425,0.8277474,0.0673758865248227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB01202,129,0,train,4.0,10.0,0.113452,0.0,0.0232558139534883,0.0,0.7623597,0.780322,0.6985361,0.0853658536585365,0.453808,0.0,0.232558139534883,0.0,7.623597,7.80322,6.985361,0.853658536585365,5,0
DB00953,241,0,train,1.0,2.0,0.188269,0.0,0.0377358490566037,0.0,0.6492465,0.7452924,0.63301986,0.104,0.188269,0.0,0.0754716981132074,0.0,1.298493,1.4905848,1.26603972,0.208,5,0
DB00912,345,0,train,6.0,3.0,0.110299,0.0,0.1025641025641025,0.0,0.6692119,0.65261,0.6283474,0.2035928143712574,0.661794,0.0,0.3076923076923075,0.0,2.0076357,1.95783,1.8850422,0.6107784431137722,5,0
DB00751,205,0,train,1.0,3.0,0.126963,0.0,0.0,0.0,0.7263036,0.7515098,0.8336699,0.0131578947368421,0.126963,0.0,0.0,0.0,2.1789108,2.2545294,2.5010097,0.0394736842105263,5,0
DB00398,366,0,train,1.0,4.0,0.09748,0.0,0.0240963855421686,0.0,0.76633555,0.66747725,0.7791438,0.1578947368421052,0.09748,0.0,0.0963855421686744,0.0,3.0653422,2.669909,3.1165752,0.6315789473684208,5,0
DB00208,227,0,train,1.0,1.0,0.086443,0.0,0.0,0.0,0.81965125,0.7079571,0.74030566,0.1616161616161616,0.086443,0.0,0.0,0.0,0.81965125,0.7079571,0.74030566,0.1616161616161616,5,0
DB01250,320,0,train,1.0,0.0,0.0,0.0,0.0185185185185185,0.0,0.7427258,0.68163884,0.6691869,0.1167883211678832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB00668,161,0,train,1.0,5.0,0.101626,0.0,0.028169014084507,0.0,0.8476118,0.6924143,0.77123797,0.0277777777777777,0.101626,0.0,0.140845070422535,0.0,4.238059,3.4620715000000004,3.85618985,0.1388888888888885,5,0
DB00820,44,0,train,8.0,2.0,0.192775,0.0,0.0689655172413793,0.0,0.8636633,0.805264,0.7800039,0.2016129032258064,1.5422,0.0,0.1379310344827586,0.0,1.7273266,1.610528,1.5600078,0.4032258064516128,5,0
DB01216,325,0,train,5.0,5.0,0.143867,0.0,0.078125,0.0,0.810119,0.76375496,0.74108344,0.0654205607476635,0.719335,0.0,0.390625,0.0,4.050595,3.8187748,3.7054172,0.3271028037383175,5,0
DB01241,348,0,train,1.0,3.0,0.618057,0.0,0.072463768115942,0.0,0.8267809,0.8148552,0.72300005,0.134453781512605,0.618057,0.0,0.217391304347826,0.0,2.4803427,2.4445656,2.16900015,0.403361344537815,5,0
DB00277,7,0,train,5.0,3.0,0.173168,0.0,0.1940298507462686,0.0,0.7468962,0.8576736,0.74076355,0.1029411764705882,0.8658399999999999,0.0,0.5820895522388059,0.0,2.2406886,2.5730208,2.22229065,0.3088235294117646,5,0
DB00523,266,0,train,1.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.80855286,0.6865907,0.7982845,0.094017094017094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB00731,89,0,train,23.0,4.0,0.076931,0.0909090909090909,0.1428571428571428,0.0,0.7942494,0.7996215,0.6267894,0.2857142857142857,1.769413,0.3636363636363636,0.5714285714285712,0.0,3.1769976,3.198486,2.5071576,1.1428571428571428,5,0
DB08800,335,0,train,3.0,4.0,0.152467,0.0,0.0178571428571428,0.0,0.74857956,0.80381906,0.8251273,0.2708333333333333,0.4574009999999999,0.0,0.0714285714285712,0.0,2.99431824,3.21527624,3.3005092,1.0833333333333333,5,0
DB00829,57,0,train,2.0,1.0,0.0,0.0,0.0136986301369863,0.0,0.5982151,0.7036466,0.7530068,0.1196581196581196,0.0,0.0,0.0136986301369863,0.0,0.5982151,0.7036466,0.7530068,0.1196581196581196,5,0
DB01106,17,0,train,1.0,5.0,0.108958,0.0,0.0,0.0,0.8016576,0.7505114,0.59993416,0.1408450704225352,0.108958,0.0,0.0,0.0,4.008288,3.752557,2.9996708,0.704225352112676,5,0
DB00674,194,0,train,1.0,8.0,0.274039,0.0,0.0,0.0,0.6268042,0.54188687,0.6695965,0.0357142857142857,0.274039,0.0,0.0,0.0,5.0144336,4.33509496,5.356772,0.2857142857142856,5,0
DB00585,356,0,train,4.0,3.0,0.164117,0.0,0.0363636363636363,0.0,0.86167806,0.85928357,0.8308088,0.1081081081081081,0.656468,0.0,0.1090909090909089,0.0,2.58503418,2.57785071,2.4924264000000003,0.3243243243243243,5,0
DB00570,190,0,train,5.0,7.0,0.15779,0.0,0.2278481012658227,0.0,0.76557755,0.8584318,0.7845211,0.1594827586206896,0.78895,0.0,1.594936708860759,0.0,5.359042850000001,6.0090226,5.4916477,1.1163793103448274,5,0
DB01156,208,0,train,11.0,1.0,0.063705,0.0,0.0684931506849315,0.0,0.7863593,0.8575543,0.6692178,0.1271186440677966,0.700755,0.0,0.0684931506849315,0.0,0.7863593,0.8575543,0.6692178,0.1271186440677966,5,0
DB01030,115,0,train,1.0,1.0,0.0,0.0,0.0,0.0,0.7843416,0.44315824,0.5738263,0.1,0.0,0.0,0.0,0.0,0.7843416,0.44315824,0.5738263,0.1,5,0
DB00856,128,0,train,22.0,1.0,0.060819,0.0,0.1333333333333333,0.0,0.8299533,0.7363169,0.76434577,0.25,1.338018,0.0,0.1333333333333333,0.0,0.8299533,0.7363169,0.76434577,0.25,5,0
DB00647,394,0,train,2.0,1.0,0.095823,0.0,0.1666666666666666,0.0,0.8345883,0.8309028,0.8255447,0.1721311475409836,0.191646,0.0,0.1666666666666666,0.0,0.8345883,0.8309028,0.8255447,0.1721311475409836,5,0
DB00939,273,0,train,3.0,3.0,0.075262,0.0909090909090909,0.0784313725490196,0.0,0.816024,0.8432794,0.65329653,0.1975308641975308,0.225786,0.2727272727272727,0.2352941176470588,0.0,2.448072,2.5298382,1.95988959,0.5925925925925923,5,0
DB01250,231,0,train,2.0,0.0,0.0,0.0,0.0,0.0,0.6418868,0.6708446,0.6164856,0.0504201680672268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB00304,298,0,train,8.0,2.0,0.208339,0.0,0.140625,0.0,0.8054402,0.78240544,0.8145288,0.2363636363636363,1.666712,0.0,0.28125,0.0,1.6108804,1.56481088,1.6290576,0.4727272727272726,5,0
DB00548,94,0,train,14.0,1.0,0.1085,0.0,0.037037037037037,0.0,0.76973265,0.81614524,0.7118503,0.1428571428571428,1.519,0.0,0.037037037037037,0.0,0.76973265,0.81614524,0.7118503,0.1428571428571428,5,0
DB00342,255,0,train,3.0,6.0,0.251476,0.0588235294117647,0.072463768115942,0.0,0.7883364,0.6593942,0.8386077,0.1208053691275167,0.7544279999999999,0.3529411764705882,0.434782608695652,0.0,4.7300184000000005,3.956365200000001,5.0316462,0.7248322147651002,5,0
DB00433,183,0,train,28.0,5.0,0.179643,0.4545454545454545,0.1379310344827586,0.0,0.8732855,0.8967408,0.8430374,0.2083333333333333,5.030004,2.2727272727272725,0.6896551724137929,0.0,4.3664275,4.483704,4.215187,1.0416666666666663,5,0
DB00630,354,0,train,7.0,5.0,0.177544,0.0,0.0384615384615384,0.0,0.7772815,0.7584029,0.5967753,0.0909090909090909,1.242808,0.0,0.192307692307692,0.0,3.8864075,3.7920145,2.9838765,0.4545454545454545,5,0
DB01006,42,0,train,1.0,1.0,0.285063,0.0,0.0697674418604651,0.0,0.7160574,0.7092164,0.8323705,0.0867768595041322,0.285063,0.0,0.0697674418604651,0.0,0.7160574,0.7092164,0.8323705,0.0867768595041322,5,0
DB00514,347,0,train,33.0,1.0,0.085405,0.05,0.1694915254237288,0.3333333333333333,0.8726734,0.8647338,0.8450675,0.1967213114754098,2.818365,0.05,0.1694915254237288,0.3333333333333333,0.8726734,0.8647338,0.8450675,0.1967213114754098,5,0
DB01148,75,0,train,2.0,3.0,0.221712,0.0,0.032258064516129,0.0,0.77126485,0.86409247,0.7935004,0.1401869158878504,0.443424,0.0,0.0967741935483869,0.0,2.31379455,2.59227741,2.3805012,0.4205607476635512,5,0
DB01072,344,0,train,10.0,1.0,0.02058,0.0,0.1358024691358024,0.0,0.75849336,0.6638591,0.7517586,0.2012195121951219,0.2058,0.0,0.1358024691358024,0.0,0.75849336,0.6638591,0.7517586,0.2012195121951219,5,0
DB00191,151,0,train,4.0,3.0,0.130838,0.0,0.0576923076923076,0.0,0.6325426,0.69408375,0.7258884,0.1,0.523352,0.0,0.1730769230769228,0.0,1.8976278,2.08225125,2.1776652,0.3,5,0
DB00636,401,0,train,5.0,1.0,0.342707,0.0,0.1698113207547169,0.0,0.7852211,0.8160864,0.90537035,0.2371134020618556,1.7135349999999998,0.0,0.1698113207547169,0.0,0.7852211,0.8160864,0.90537035,0.2371134020618556,5,0
DB00819,121,0,train,0.0,7.0,0.105614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB01224,364,0,train,11.0,1.0,0.349422,0.5925925925925926,0.2419354838709677,0.0,0.84961736,0.82124513,0.8311988,0.324074074074074,3.843642,0.5925925925925926,0.2419354838709677,0.0,0.84961736,0.82124513,0.8311988,0.324074074074074,5,0
DB00341,348,0,train,1.0,3.0,0.067413,0.0,0.09375,0.0,0.7230389,0.6669384,0.6646927,0.1458333333333333,0.067413,0.0,0.28125,0.0,2.1691167,2.0008152,1.9940781,0.4374999999999999,5,0
DB00991,5,0,train,2.0,4.0,0.088903,0.0,0.0285714285714285,0.0,0.85215497,0.8735124,0.7545035,0.0887096774193548,0.177806,0.0,0.114285714285714,0.0,3.40861988,3.4940496,3.018014,0.3548387096774192,5,0
DB00268,329,0,train,3.0,8.0,0.092266,0.0,0.05,0.0,0.6339359,0.737836,0.6887016,0.1525423728813559,0.276798,0.0,0.4,0.0,5.0714872,5.902688,5.5096128,1.220338983050847,5,0
DB00328,292,0,train,1.0,11.0,0.250898,0.0,0.1014492753623188,0.0,0.6875324,0.78325254,0.68386817,0.2857142857142857,0.250898,0.0,1.1159420289855069,0.0,7.5628564,8.61577794,7.52254987,3.142857142857143,5,0
DB01244,67,0,train,2.0,1.0,0.143357,0.0,0.1333333333333333,0.0,0.7726084,0.80502397,0.65827984,0.091743119266055,0.286714,0.0,0.1333333333333333,0.0,0.7726084,0.80502397,0.65827984,0.091743119266055,5,0
DB00991,275,0,train,2.0,4.0,0.158009,0.0,0.0377358490566037,0.0,0.8429872,0.87990963,0.62666214,0.1443298969072164,0.316018,0.0,0.1509433962264148,0.0,3.3719488,3.51963852,2.50664856,0.5773195876288656,5,0
DB00907,131,0,train,6.0,2.0,0.02771,0.0476190476190476,0.1269841269841269,0.0,0.7901034,0.7616384,0.6795066,0.1875,0.16626,0.0952380952380952,0.2539682539682538,0.0,1.5802068,1.5232768,1.3590132,0.375,5,0
DB00313,152,0,train,4.0,8.0,0.243935,0.0,0.18,0.0,0.8422699,0.9208264,0.8843164,0.075268817204301,0.97574,0.0,1.44,0.0,6.7381592,7.3666112,7.0745312,0.602150537634408,5,0
DB01327,293,0,train,4.0,1.0,0.0,0.0,0.04,0.0,0.6148257,0.7026439,0.73004866,0.0961538461538461,0.0,0.0,0.04,0.0,0.6148257,0.7026439,0.73004866,0.0961538461538461,5,0
DB00491,223,0,train,1.0,2.0,0.172556,0.0,0.0,0.0,0.7541823,0.67910117,0.74340606,0.0549450549450549,0.172556,0.0,0.0,0.0,1.5083646,1.35820234,1.48681212,0.1098901098901098,5,0
DB00464,301,0,train,4.0,1.0,0.0,0.0,0.0285714285714285,0.0,0.7453257,0.81122595,0.6890027,0.131578947368421,0.0,0.0,0.0285714285714285,0.0,0.7453257,0.81122595,0.6890027,0.131578947368421,5,0
DB00759,307,0,train,2.0,7.0,0.128563,0.0,0.0483870967741935,0.0,0.7414479,0.6464276,0.7274434,0.1037037037037037,0.257126,0.0,0.3387096774193545,0.0,5.190135300000001,4.5249932,5.092103799999999,0.7259259259259259,5,0
DB00863,67,0,train,2.0,3.0,0.154581,0.0,0.0266666666666666,0.0,0.8453068,0.7932224,0.87359023,0.0769230769230769,0.309162,0.0,0.0799999999999998,0.0,2.5359204,2.3796672,2.62077069,0.2307692307692307,5,0
DB01234,241,0,train,1.0,18.0,0.393049,0.0,0.1444444444444444,0.0,0.76843375,0.831362,0.7697339,0.1313868613138686,0.393049,0.0,2.599999999999999,0.0,13.8318075,14.964516,13.8552102,2.364963503649635,5,0
DB00767,378,0,train,4.0,0.0,0.0,0.0,0.0416666666666666,0.0,0.80579525,0.7964337,0.8288437,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB00814,182,0,train,6.0,5.0,0.10462,0.0,0.0784313725490196,0.0,0.8405937,0.84540725,0.8222544,0.2222222222222222,0.6277200000000001,0.0,0.392156862745098,0.0,4.2029685,4.22703625,4.1112720000000005,1.1111111111111112,5,0
DB01045,172,0,train,3.0,1.0,0.119353,0.1428571428571428,0.0510204081632653,0.0,0.8036968,0.8295056,0.8019273,0.2268518518518518,0.358059,0.1428571428571428,0.0510204081632653,0.0,0.8036968,0.8295056,0.8019273,0.2268518518518518,5,0
DB00844,293,0,train,4.0,0.0,0.0,0.0,0.1463414634146341,0.0,0.8591447,0.8428236,0.74044603,0.1145833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB00796,328,0,train,8.0,2.0,0.459587,0.0,0.1714285714285714,0.0,0.8626567,0.8762023,0.7847595,0.1878787878787878,3.676696,0.0,0.3428571428571428,0.0,1.7253134,1.7524046,1.569519,0.3757575757575756,5,0
DB00908,11,0,train,3.0,2.0,0.054511,0.0,0.0303030303030303,0.0,0.7683065,0.7925292,0.76566935,0.1290322580645161,0.1635329999999999,0.0,0.0606060606060606,0.0,1.536613,1.5850584,1.5313387,0.2580645161290322,5,0
DB00908,281,0,train,1.0,2.0,0.0,0.0,0.0084033613445378,0.0,0.6077416,0.526437,0.58511376,0.0677966101694915,0.0,0.0,0.0168067226890756,0.0,1.2154832,1.052874,1.17022752,0.135593220338983,5,0
DB00208,20,0,train,5.0,1.0,0.062373,0.0,0.064516129032258,0.0,0.85369384,0.77053344,0.73266876,0.1015625,0.311865,0.0,0.064516129032258,0.0,0.85369384,0.77053344,0.73266876,0.1015625,5,0
DB00731,336,0,train,1.0,4.0,0.092104,0.0,0.0,0.0,0.6318494,0.6166848,0.61518854,0.0932203389830508,0.092104,0.0,0.0,0.0,2.5273976,2.4667392,2.46075416,0.3728813559322032,5,0
DB01628,131,0,train,6.0,3.0,0.105936,0.0,0.123076923076923,0.0,0.7993467,0.77532834,0.69541097,0.1574074074074074,0.635616,0.0,0.369230769230769,0.0,2.3980401,2.32598502,2.08623291,0.4722222222222222,5,0
DB00589,288,0,train,1.0,7.0,0.283993,0.0,0.04,0.0,0.6429499,0.7460622,0.7424701,0.1269841269841269,0.283993,0.0,0.28,0.0,4.5006493,5.2224354,5.1972907,0.8888888888888883,5,0
DB08835,326,0,train,1.0,4.0,0.067708,0.0,0.0,0.0,0.7038206,0.68860704,0.0,0.0444444444444444,0.067708,0.0,0.0,0.0,2.8152824,2.75442816,0.0,0.1777777777777776,5,0
DB00316,355,0,train,4.0,3.0,0.056861,0.064516129032258,0.1388888888888889,0.0,0.84277976,0.80095553,0.6587808,0.2745098039215686,0.227444,0.1935483870967739,0.4166666666666667,0.0,2.52833928,2.40286659,1.9763424,0.8235294117647058,5,0
DB00241,299,0,train,1.0,2.0,0.098581,0.0,0.0,0.0,0.7234048,0.60602224,0.7841365,0.0600858369098712,0.098581,0.0,0.0,0.0,1.4468096,1.21204448,1.568273,0.1201716738197424,5,0
DB00122,193,0,train,0.0,6.0,0.14191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB01193,131,0,train,6.0,2.0,0.070551,0.0,0.0625,0.0,0.71446127,0.771271,0.67058927,0.1666666666666666,0.423306,0.0,0.125,0.0,1.42892254,1.542542,1.34117854,0.3333333333333332,5,0
DB01106,22,0,train,2.0,5.0,0.059835,0.1,0.2162162162162162,0.0,0.8738425,0.82767963,0.7986491,0.224,0.11967,0.5,1.081081081081081,0.0,4.3692125,4.13839815,3.9932455,1.12,5,0
DB00859,345,0,train,6.0,1.0,0.062911,0.0,0.1,0.0,0.80163145,0.7020645,0.80939525,0.0625,0.3774659999999999,0.0,0.1,0.0,0.80163145,0.7020645,0.80939525,0.0625,5,0
DB00187,367,0,train,1.0,2.0,0.069723,0.0,0.0576923076923076,0.0,0.71685874,0.73744977,0.0,0.15,0.069723,0.0,0.1153846153846152,0.0,1.43371748,1.47489954,0.0,0.3,5,0
DB00335,236,0,train,1.0,0.0,0.0,0.0,0.0684931506849315,0.0,0.8340587,0.61879236,0.77564776,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB01003,92,0,train,0.0,2.0,0.122414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB01165,300,0,train,1.0,2.0,0.071733,0.25,0.0833333333333333,0.0,0.5334532,0.74637914,0.5717243,0.1272727272727272,0.071733,0.5,0.1666666666666666,0.0,1.0669064,1.49275828,1.1434486,0.2545454545454544,5,0
DB00159,193,0,train,0.0,1.0,0.060307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB00622,177,0,train,4.0,1.0,0.13289,0.0,0.078125,0.0,0.79558825,0.8670597,0.84454006,0.2296296296296296,0.53156,0.0,0.078125,0.0,0.79558825,0.8670597,0.84454006,0.2296296296296296,5,0
DB00659,2,0,train,1.0,1.0,0.0,0.0,0.0,0.0,0.59800625,0.577953,0.6451921,0.0925925925925925,0.0,0.0,0.0,0.0,0.59800625,0.577953,0.6451921,0.0925925925925925,5,0
DB01157,374,0,train,1.0,1.0,0.096963,0.0,0.0227272727272727,0.0,0.56815165,0.8228089,0.7190523,0.1826923076923076,0.096963,0.0,0.0227272727272727,0.0,0.56815165,0.8228089,0.7190523,0.1826923076923076,5,0
DB00328,118,0,train,5.0,11.0,0.216745,0.0,0.1111111111111111,0.0,0.82483816,0.7204697,0.74980694,0.2421052631578947,1.083725,0.0,1.222222222222222,0.0,9.07321976,7.9251667,8.247876340000001,2.663157894736842,5,0
