drugID,diseaseID,label,split,count_drug,count_disease,q_score_Description,q_score_Pathway,q_score_Slim,p_score_Target,p_score_Category,p_score_Conditions,p_score_Description,p_score_Mechanism,p_score_Pharmacodynamics,p_score_Smile,adj_q_score_Description,adj_q_score_Pathway,adj_q_score_Slim,adj_p_score_Target,adj_p_score_Category,adj_p_score_Conditions,adj_p_score_Description,adj_p_score_Mechanism,adj_p_score_Pharmacodynamics,adj_p_score_Smile,coverage_count,num_preds
DB01060,MESH:D003560,0,train,4.0,50.0,0.6825573,0.0169491525423728,0.0,0.0,0.217391304347826,0.0689655172413793,0.82999647,0.8792113,0.8674122,0.1984126984126984,2.7302292,0.0677966101694912,0.0,0.0,10.8695652173913,3.448275862068965,41.4998235,43.960565,43.37061,9.92063492063492,5,0
DB00227,MESH:D046748,0,train,3.0,51.0,0.7682797,0.0886075949367088,1.0,0.0,0.1186440677966101,0.0,0.72044015,0.7011598,0.76424,0.2142857142857142,2.3048391,0.2658227848101264,3.0,0.0,6.050847457627115,0.0,36.74244765,35.7591498,38.97624,10.928571428571423,5,0
DB00194,MESH:D006314,0,train,4.0,2.0,0.5264328,0.0,0.0,0.0,0.0833333333333333,0.0,0.8512022,0.84793293,0.83854675,0.1521739130434782,2.1057312,0.0,0.0,0.0,0.1666666666666666,0.0,1.7024044,1.69586586,1.6770935,0.3043478260869564,5,0
DB01394,MESH:D012555,0,train,2.0,80.0,0.75599915,0.3176470588235294,0.0,0.0,0.1346153846153846,0.0,0.82174397,0.84630585,0.69697356,0.0824742268041237,1.5119983,0.6352941176470588,0.0,0.0,10.769230769230768,0.0,65.7395176,67.704468,55.7578848,6.597938144329896,5,0
DB01039,MESH:D006963,0,train,2.0,43.0,0.6279645,0.2307692307692307,1.0,0.0,0.0555555555555555,0.0,0.61158097,0.65198827,0.7401414,0.1092436974789916,1.255929,0.4615384615384614,2.0,0.0,2.388888888888886,0.0,26.29798171,28.03549561,31.8260802,4.697478991596639,5,0
DB09462,MESH:D004374,0,train,5.0,14.0,0.7543691,0.1413043478260869,0.5,0.0,0.0588235294117647,0.0,0.58353037,0.8019545,0.6888875,0.0576923076923076,3.7718455,0.7065217391304345,2.5,0.0,0.8235294117647057,0.0,8.16942518,11.227363,9.644425,0.8076923076923064,5,0
DB01466,MESH:D047508,0,train,16.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.87596047,0.8748862,0.82010317,0.1782945736434108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB00621,MESH:D003643,0,train,11.0,8.0,0.5793233,0.0747126436781608,0.0,0.0,0.0612244897959183,0.0666666666666666,0.79157776,0.70093143,0.7940197,0.1179487179487179,6.372556299999999,0.8218390804597688,0.0,0.0,0.4897959183673464,0.5333333333333328,6.33262208,5.60745144,6.3521576,0.9435897435897432,5,0
DB00843,MESH:D003876,0,train,13.0,37.0,0.7047776,0.3925233644859813,0.0,0.0,0.1081081081081081,0.0,0.76460004,0.87075067,0.80789065,0.2468354430379747,9.1621088,5.102803738317757,0.0,0.0,4.0,0.0,28.29020148,32.21777479,29.89195405,9.132911392405065,5,0
DB05990,MESH:D054144,0,train,4.0,20.0,0.71309763,0.2005420054200541,0.0,0.0,0.06,0.0,0.8419607,0.752283,0.8044392,0.125,2.85239052,0.8021680216802164,0.0,0.0,1.2,0.0,16.839214,15.045660000000002,16.088784,2.5,5,0
DB11219,MESH:D013167,0,train,10.0,1.0,0.4886207,0.0589812332439678,0.0,0.0,0.0,0.0,0.65116096,0.7595062,0.6652083,0.1794871794871795,4.886207000000001,0.589812332439678,0.0,0.0,0.0,0.0,0.65116096,0.7595062,0.6652083,0.1794871794871795,5,0
DB14881,MESH:D030361,0,train,1.0,2.0,0.6376847,0.1594827586206896,0.0,0.0,0.073170731707317,0.0,0.7055128,0.6055013,0.8433236,0.1338028169014084,0.6376847,0.1594827586206896,0.0,0.0,0.146341463414634,0.0,1.4110256,1.2110026,1.6866472,0.2676056338028168,5,0
DB01044,MESH:D006335,0,train,7.0,6.0,0.672986,0.1372549019607842,0.0,0.0,0.0714285714285714,0.0,0.7011876,0.85157466,0.86867577,0.1688311688311688,4.710902,0.9607843137254892,0.0,0.0,0.4285714285714284,0.0,4.2071256,5.109447960000001,5.21205462,1.0129870129870129,5,0
DB01320,MESH:D009127,0,train,83.0,6.0,0.51137793,0.1739130434782608,0.6666666666666666,0.0476190476190476,0.2,0.25,0.8934953,0.8937136,0.87883663,0.297029702970297,42.44436819,14.434782608695649,55.33333333333333,0.2857142857142856,1.2000000000000002,1.5,5.3609718,5.3622816,5.27301978,1.782178217821782,5,0
DB00686,MESH:D000072657,0,train,1.0,11.0,0.8211487,0.2727272727272727,0.6666666666666666,0.0,0.0,0.0,0.69417846,0.78320897,0.66773814,0.0234375,0.8211487,0.2727272727272727,0.6666666666666666,0.0,0.0,0.0,7.635963060000001,8.61529867,7.34511954,0.2578125,5,0
DB13954,MESH:D009421,0,train,15.0,3.0,0.6794899,0.2638888888888888,0.3333333333333333,0.7,0.5423728813559322,0.0434782608695652,0.88534063,0.87397474,0.77767503,0.5666666666666667,10.1923485,3.958333333333332,5.0,2.1,1.6271186440677967,0.1304347826086956,2.65602189,2.62192422,2.33302509,1.7,5,0
DB00413,MESH:D012220,0,train,17.0,26.0,0.6016041,0.2068965517241379,0.0,0.1,0.1052631578947368,0.0,0.783828,0.7514074,0.83095884,0.1034482758620689,10.2272697,3.5172413793103443,0.0,2.6,2.7368421052631566,0.0,20.379528,19.5365924,21.60492984,2.689655172413792,5,0
DB00194,MESH:D007024,0,train,80.0,2.0,0.6790608,0.1056910569105691,0.0,0.0,0.44,0.0,0.92584723,0.9354656,0.84390736,0.5714285714285714,54.324864000000005,8.455284552845528,0.0,0.0,0.88,0.0,1.85169446,1.8709312,1.68781472,1.1428571428571428,5,0
DB01588,MESH:D000855,0,train,108.0,0.0,0.0,0.0,0.0,1.0,0.8421052631578947,0.1176470588235294,0.9246175,0.90850425,0.84929705,0.7083333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB01070,MESH:D016483,0,train,7.0,2.0,0.64424706,0.1132075471698113,0.0,0.0,0.0329670329670329,0.0,0.41511324,0.73616564,0.6933182,0.1481481481481481,4.50972942,0.7924528301886791,0.0,0.0,0.0659340659340658,0.0,0.83022648,1.47233128,1.3866364,0.2962962962962962,5,0
DB01497,MESH:D006201,0,train,4.0,10.0,0.55267537,0.0396825396825396,0.0,0.0,0.08,0.0,0.6382872,0.8229705,0.56564415,0.0901639344262295,2.21070148,0.1587301587301584,0.0,0.0,0.8,0.0,6.382872000000001,8.229705000000001,5.6564415,0.901639344262295,5,0
DB00718,MESH:D003123,0,train,1.0,17.0,0.7101636,0.25,0.25,0.0,0.0327868852459016,0.0,0.7414764,0.70595586,0.66955453,0.0794701986754966,0.7101636,0.25,0.25,0.0,0.5573770491803272,0.0,12.6050988,12.00124962,11.38242701,1.3509933774834422,5,0
DB00997,MESH:D018883,0,train,8.0,227.0,0.8239598,0.4903474903474903,1.0,0.0,0.0972222222222222,0.0,0.66477025,0.68747365,0.81990695,0.1666666666666666,6.5916784,3.9227799227799225,8.0,0.0,22.06944444444444,0.0,150.90284675,156.05651855000002,186.11887765,37.83333333333332,5,0
DB01186,MESH:D001201,0,train,31.0,37.0,0.5853965,0.28125,0.5,0.4285714285714285,0.1333333333333333,0.0,0.7338474,0.8633167,0.8013712,0.1709401709401709,18.1472915,8.71875,15.5,15.857142857142854,4.933333333333332,0.0,27.1523538,31.9427179,29.6507344,6.324786324786323,5,0
DB09296,MESH:D013920,0,train,5.0,1.0,0.4887683,0.1585014409221902,0.0,0.0,0.0714285714285714,0.0,0.75088173,0.826193,0.72135043,0.180327868852459,2.4438415,0.792507204610951,0.0,0.0,0.0714285714285714,0.0,0.75088173,0.826193,0.72135043,0.180327868852459,5,0
DB00983,MESH:D011183,0,train,95.0,7.0,0.65376186,0.2159999999999999,0.5,0.6666666666666666,0.2142857142857142,0.2222222222222222,0.8814227,0.8800344,0.8577572,0.3608247422680412,62.1073767,20.51999999999999,47.5,4.666666666666666,1.4999999999999991,1.5555555555555554,6.1699589,6.1602408,6.0043004,2.525773195876288,5,0
DB00288,MESH:D004283,0,train,3.0,8.0,0.32618207,0.0680272108843537,0.0,0.0,0.0493827160493827,0.0,0.9126321,0.778335,0.7216984,0.1761658031088082,0.97854621,0.2040816326530611,0.0,0.0,0.3950617283950616,0.0,7.3010568,6.22668,5.7735872,1.4093264248704656,5,0
DB01030,MESH:D013920,0,train,5.0,30.0,0.7475656,0.4178794178794178,1.0,0.0,0.21875,0.0,0.86702794,0.8366128,0.8670466,0.1592920353982301,3.737828,2.089397089397089,5.0,0.0,6.5625,0.0,26.0108382,25.098384000000003,26.011398,4.778761061946903,5,0
DB00475,MESH:D001997,0,train,7.0,29.0,0.780246,0.3238095238095237,0.3333333333333333,0.0,0.054054054054054,0.0,0.84273034,0.7173667,0.7717421,0.2169811320754717,5.461722,2.266666666666666,2.333333333333333,0.0,1.567567567567566,0.0,24.43917986,20.8036343,22.3805209,6.29245283018868,5,0
DB04888,MESH:D012021,0,train,56.0,2.0,0.6350688,0.0269966254218222,1.0,0.1666666666666666,0.125,0.0,0.8363344,0.8969939,0.90499055,0.3278688524590163,35.5638528,1.5118110236220432,56.0,0.3333333333333332,0.25,0.0,1.6726688,1.7939878,1.8099811,0.6557377049180326,5,0
DB01403,MESH:D002311,0,train,34.0,32.0,0.7394788,0.4445701357466063,0.5,0.5294117647058824,0.4268292682926829,0.0666666666666666,0.9176274,0.8861154,0.8699774,0.3404255319148936,25.1422792,15.115384615384617,17.0,16.941176470588236,13.658536585365852,2.133333333333331,29.3640768,28.3556928,27.8392768,10.893617021276595,5,0
DB01136,MESH:D001997,0,train,7.0,66.0,0.8090981,0.3709677419354839,0.3333333333333333,0.0,0.1066666666666666,0.0769230769230769,0.8438627,0.8485048,0.77363366,0.2076923076923077,5.6636867,2.596774193548387,2.333333333333333,0.0,7.039999999999996,5.076923076923076,55.6949382,56.0013168,51.05982156,13.707692307692309,5,0
DB01018,MESH:D013119,0,train,12.0,16.0,0.6152784,0.2536945812807881,0.3333333333333333,0.0,0.1333333333333333,0.0,0.8086138,0.8975295,0.85764074,0.2,7.3833408,3.0443349753694573,4.0,0.0,2.133333333333333,0.0,12.9378208,14.360472,13.72225184,3.2,5,0
DB06151,MESH:D050723,0,train,4.0,87.0,0.6168536,0.2662116040955631,0.5,0.0,0.0454545454545454,0.0,0.8114847,0.833712,0.6988601,0.1111111111111111,2.4674144,1.0648464163822524,2.0,0.0,3.9545454545454497,0.0,70.5991689,72.532944,60.8008287,9.666666666666666,5,0
DB00485,MESH:D013616,0,train,45.0,10.0,0.71038413,0.1985294117647058,0.6666666666666666,0.3846153846153846,0.4285714285714285,0.0,0.91050494,0.8192917,0.9187729,0.18796992481203,31.96728585,8.933823529411761,30.0,3.846153846153846,4.285714285714285,0.0,9.1050494,8.192917,9.187729,1.8796992481203,5,0
DB00171,MESH:D003057,0,train,1.0,26.0,0.6636625,0.0914285714285714,0.2,0.0,0.75,0.0,0.5591441,0.7340188,0.68720055,0.5692307692307692,0.6636625,0.0914285714285714,0.2,0.0,19.5,0.0,14.5377466,19.0844888,17.8672143,14.8,5,0
DB00487,MESH:D002057,0,train,0.0,23.0,0.6744797,0.3246376811594202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB01579,MESH:D007018,0,train,11.0,5.0,0.6719364,0.1458333333333333,0.0,0.1052631578947368,0.1176470588235294,0.0,0.74857235,0.81365466,0.7360451,0.275,7.391300399999999,1.604166666666666,0.0,0.526315789473684,0.588235294117647,0.0,3.74286175,4.0682733,3.6802255,1.375,5,0
DB00591,MESH:D010182,0,train,11.0,6.0,0.7514776,0.2046783625730994,0.0,0.0131578947368421,0.1632653061224489,0.0,0.85432845,0.845472,0.80019194,0.1739130434782608,8.266253599999999,2.2514619883040936,0.0,0.0789473684210526,0.9795918367346934,0.0,5.1259707,5.072832,4.8011516400000005,1.043478260869565,5,0
DB09074,MESH:D014869,0,train,1.0,1.0,0.338265,0.0053763440860215,0.0,0.0,0.0181818181818181,0.0,0.6582905,0.46278393,0.6478667,0.1322314049586777,0.338265,0.0053763440860215,0.0,0.0,0.0181818181818181,0.0,0.6582905,0.46278393,0.6478667,0.1322314049586777,5,0
DB01253,MESH:D013832,0,train,2.0,1.0,0.47727275,0.0909090909090909,0.0,0.0,0.1111111111111111,0.0,0.8208131,0.52185,0.7495348,0.0952380952380952,0.9545455,0.1818181818181818,0.0,0.0,0.1111111111111111,0.0,0.8208131,0.52185,0.7495348,0.0952380952380952,5,0
DB04855,MESH:D009127,0,train,83.0,11.0,0.54870415,0.1481481481481481,0.3333333333333333,0.2068965517241379,0.21875,0.0476190476190476,0.8064494,0.70259833,0.8444949,0.2195121951219512,45.54244445,12.296296296296294,27.666666666666664,2.275862068965517,2.40625,0.5238095238095236,8.8709434,7.728581630000001,9.2894439,2.414634146341463,5,0
DB01067,MESH:D005532,0,train,4.0,5.0,0.5800207,0.0583941605839416,0.0,0.0,0.0377358490566037,0.0,0.66629183,0.7167921,0.79540384,0.1463414634146341,2.3200828,0.2335766423357664,0.0,0.0,0.1886792452830185,0.0,3.33145915,3.5839605000000003,3.9770192,0.7317073170731705,5,0
DB11737,MESH:D002769,0,train,19.0,0.0,0.0,0.0,0.0,0.0,0.1463414634146341,0.0,0.6407708,0.8566725,0.8274659,0.1343283582089552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB01000,MESH:D057973,0,train,0.0,1.0,0.6272172,0.003076923076923,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB00737,MESH:D009837,0,train,2.0,4.0,0.52555376,0.1255411255411255,0.0,0.0,0.05,0.0,0.8431183,0.7264115,0.7201345,0.1363636363636363,1.05110752,0.251082251082251,0.0,0.0,0.2,0.0,3.3724732,2.905646,2.880538,0.5454545454545452,5,0
DB11581,MESH:D002276,0,train,4.0,1.0,0.67821044,0.0039761431411531,0.3333333333333333,0.0,0.2978723404255319,0.0384615384615384,0.87878686,0.7730833,0.77583045,0.1330645161290322,2.71284176,0.0159045725646124,1.3333333333333333,0.0,0.2978723404255319,0.0384615384615384,0.87878686,0.7730833,0.77583045,0.1330645161290322,5,0
DB00532,MESH:D002296,0,train,1.0,5.0,0.7726064,0.2084507042253521,0.0,0.5,0.0769230769230769,0.0,0.70859003,0.65914345,0.69851536,0.0375,0.7726064,0.2084507042253521,0.0,2.5,0.3846153846153844,0.0,3.54295015,3.29571725,3.4925768,0.1875,5,0
DB01520,MESH:D017086,0,train,5.0,1.0,0.643805,0.1210526315789474,0.0,0.0,0.0555555555555555,0.0,0.592787,0.7272446,0.6603109,0.0531914893617021,3.219025,0.605263157894737,0.0,0.0,0.0555555555555555,0.0,0.592787,0.7272446,0.6603109,0.0531914893617021,5,0
DB00140,MESH:D008104,0,train,3.0,11.0,0.6788522,0.3222416812609456,0.3333333333333333,0.0,0.1025641025641025,0.0,0.62399125,0.8033236,0.7696195,0.1610169491525423,2.0365566,0.9667250437828367,1.0,0.0,1.1282051282051275,0.0,6.86390375,8.836559600000001,8.4658145,1.7711864406779654,5,0
DB01254,MESH:D001014,0,train,5.0,9.0,0.5218754,0.1495016611295681,0.0,0.0,0.0909090909090909,0.0,0.74612063,0.737298,0.7068571,0.1897810218978102,2.609377,0.7475083056478404,0.0,0.0,0.8181818181818181,0.0,6.71508567,6.635682,6.3617139,1.708029197080292,5,0
DB00547,MESH:D043171,0,train,5.0,4.0,0.5462004,0.1553930530164533,0.0,0.0,0.0175438596491228,0.0,0.8672916,0.8318676,0.763538,0.1509433962264151,2.731002,0.7769652650822665,0.0,0.0,0.0701754385964912,0.0,3.4691664,3.3274704,3.054152,0.6037735849056604,5,0
DB04960,MESH:D010518,0,train,7.0,7.0,0.6650973,0.0687830687830688,0.0,0.0,0.04,0.0,0.7631302,0.782833,0.81042635,0.2595419847328244,4.6556811,0.4814814814814815,0.0,0.0,0.28,0.0,5.3419114,5.479831,5.67298445,1.816793893129771,5,0
DB01452,MESH:D012178,0,train,2.0,50.0,0.8109695,0.4444444444444444,0.0,0.0,0.1212121212121212,0.0,0.7604397,0.65474844,0.64835685,0.0934579439252336,1.621939,0.8888888888888888,0.0,0.0,6.06060606060606,0.0,38.021985,32.737422,32.4178425,4.67289719626168,5,0
DB01321,MESH:D014594,0,train,14.0,2.0,0.62457293,0.2159329140461215,0.0,0.0,0.0,0.0,0.7312546,0.85422754,0.76281726,0.1992337164750957,8.74402102,3.023060796645701,0.0,0.0,0.0,0.0,1.4625092,1.70845508,1.52563452,0.3984674329501914,5,0
DB04570,MESH:D009059,0,train,10.0,8.0,0.71178216,0.1206896551724138,0.0,0.0,0.0930232558139534,0.0,0.8318053,0.8955377,0.87289286,0.2258064516129032,7.117821600000001,1.206896551724138,0.0,0.0,0.7441860465116272,0.0,6.6544424,7.1643016,6.98314288,1.806451612903225,5,0
DB09059,MESH:D011230,0,train,32.0,2.0,0.6435652,0.3692614770459081,0.0,0.0,0.1081081081081081,0.25,0.84806544,0.8576351,0.76712906,0.1929824561403508,20.5940864,11.81636726546906,0.0,0.0,0.2162162162162162,0.5,1.69613088,1.7152702,1.53425812,0.3859649122807016,5,0
DB00304,MESH:D005316,0,train,6.0,14.0,0.66766095,0.2727272727272727,1.0,0.0,0.1538461538461538,0.0,0.8103523,0.7988873,0.78258294,0.119047619047619,4.0059657,1.6363636363636362,6.0,0.0,2.1538461538461533,0.0,11.3449322,11.1844222,10.95616116,1.666666666666666,5,0
DB00438,MESH:D008106,0,train,52.0,25.0,0.7263608,0.4076633165829145,0.5,0.0,0.0833333333333333,0.03125,0.8346547,0.7871114,0.8375759,0.1959459459459459,37.7707616,21.198492462311552,26.0,0.0,2.0833333333333326,0.78125,20.8663675,19.677785,20.9393975,4.898648648648647,5,0
DB04888,MESH:D000309,0,train,11.0,2.0,0.70252776,0.0558139534883721,0.0,0.0,0.0588235294117647,0.0,0.7813734,0.8312129,0.79344666,0.1544715447154471,7.72780536,0.6139534883720931,0.0,0.0,0.1176470588235294,0.0,1.5627468,1.6624258,1.58689332,0.3089430894308942,5,0
DB01155,MESH:D011123,0,train,4.0,1.0,0.38310128,0.203076923076923,0.0,0.0,0.037037037037037,0.0,0.7302178,0.8124676,0.8567564,0.1140350877192982,1.53240512,0.812307692307692,0.0,0.0,0.037037037037037,0.0,0.7302178,0.8124676,0.8567564,0.1140350877192982,5,0
DB00409,MESH:D007248,0,train,18.0,13.0,0.5658053,0.3083657587548638,0.0,0.125,0.2653061224489796,0.0,0.713201,0.9100986,0.76952565,0.25,10.1844954,5.550583657587548,0.0,1.625,3.4489795918367347,0.0,9.271613,11.8312818,10.00383345,3.25,5,0
DB00446,MESH:D008439,0,train,1.0,51.0,0.7026839,0.1212121212121212,0.5,0.0,0.036144578313253,0.0,0.64173305,0.6256547,0.80632627,0.273972602739726,0.7026839,0.1212121212121212,0.5,0.0,1.8433734939759028,0.0,32.72838555,31.9083897,41.12263977,13.972602739726026,5,0
DB00642,MESH:D051474,0,train,10.0,19.0,0.7129356,0.1398601398601399,0.5,0.0,0.1132075471698113,0.0,0.69151956,0.7808826,0.81229055,0.2051282051282051,7.129356,1.398601398601399,5.0,0.0,2.1509433962264146,0.0,13.13887164,14.8367694,15.43352045,3.897435897435897,5,0
DB00162,MESH:D020821,0,train,24.0,79.0,0.7785988,0.2424242424242424,1.0,0.0,0.04,0.0,0.70226336,0.6916018,0.667134,0.12,18.6863712,5.8181818181818175,24.0,0.0,3.16,0.0,55.47880544,54.6365422,52.703586,9.48,5,0
DB01019,MESH:D003025,0,train,2.0,7.0,0.6095461,0.0425531914893616,0.0,0.0,0.0212765957446808,0.0,0.77335227,0.71132886,0.60590935,0.088235294117647,1.2190922,0.0851063829787232,0.0,0.0,0.1489361702127656,0.0,5.41346589,4.97930202,4.24136545,0.617647058823529,5,0
DB00293,MESH:D020325,0,train,9.0,10.0,0.71015644,0.0792079207920791,0.5,0.0,0.0576923076923076,0.0,0.81273115,0.85280204,0.73436356,0.2434782608695652,6.39140796,0.7128712871287118,4.5,0.0,0.576923076923076,0.0,8.1273115,8.5280204,7.343635600000001,2.434782608695652,5,0
DB00428,MESH:D014103,0,train,21.0,110.0,0.7288818,0.2352941176470588,1.0,0.0,0.0933333333333333,0.0,0.8513327,0.7398162,0.7877064,0.0909090909090909,15.3065178,4.941176470588235,21.0,0.0,10.266666666666662,0.0,93.646597,81.379782,86.647704,9.999999999999998,5,0
DB01127,MESH:D013119,0,train,12.0,1.0,0.56637955,0.1258503401360544,0.0,0.0555555555555555,0.0952380952380952,0.0,0.8497057,0.82327515,0.7921065,0.2012987012987013,6.7965546,1.5102040816326527,0.0,0.0555555555555555,0.0952380952380952,0.0,0.8497057,0.82327515,0.7921065,0.2012987012987013,5,0
DB01412,MESH:D008439,0,train,1.0,1.0,0.67339563,0.0300429184549356,0.0,0.0,0.0307692307692307,0.0,0.75951254,0.5979831,0.7085748,0.0869565217391304,0.67339563,0.0300429184549356,0.0,0.0,0.0307692307692307,0.0,0.75951254,0.5979831,0.7085748,0.0869565217391304,5,0
DB13125,MESH:D013001,0,train,4.0,1.0,0.6525595,0.0112359550561798,0.0,0.0,0.0384615384615384,0.0,0.7319374,0.7708622,0.62916785,0.1134751773049645,2.610238,0.0449438202247192,0.0,0.0,0.0384615384615384,0.0,0.7319374,0.7708622,0.62916785,0.1134751773049645,5,0
DB04552,MESH:D003645,0,train,27.0,3.0,0.43865,0.0612903225806451,0.0,0.25,0.0634920634920634,0.0,0.8532876,0.84873885,0.7971355,0.2159090909090909,11.84355,1.6548387096774178,0.0,0.75,0.1904761904761902,0.0,2.5598628000000003,2.54621655,2.3914065,0.6477272727272727,5,0
DB00717,MESH:D004938,0,train,19.0,23.0,0.7610408,0.3763020833333333,1.0,0.3333333333333333,0.1643835616438356,0.0,0.83642834,0.85010076,0.8644074,0.2912621359223301,14.4597752,7.149739583333333,19.0,7.666666666666666,3.780821917808219,0.0,19.23785182,19.55231748,19.881370200000003,6.699029126213592,5,0
DB00609,MESH:D003921,0,train,24.0,6.0,0.76671356,0.4468085106382978,0.6666666666666666,0.0,0.1923076923076923,0.0,0.8044494,0.84872586,0.7774366,0.146067415730337,18.40112544,10.723404255319148,16.0,0.0,1.1538461538461535,0.0,4.826696399999999,5.09235516,4.6646196,0.876404494382022,5,0
DB01571,MESH:D000382,0,train,3.0,1.0,0.13067636,0.0068807339449541,0.0,0.0,0.0,0.0,0.55997604,0.70341605,0.66849375,0.2758620689655172,0.39202908,0.0206422018348623,0.0,0.0,0.0,0.0,0.55997604,0.70341605,0.66849375,0.2758620689655172,5,0
DB00126,MESH:D055959,0,train,3.0,82.0,0.8116362,0.3870967741935484,1.0,0.0,0.0727272727272727,0.0,0.63891476,0.8555925,0.74229896,0.1126760563380281,2.4349086,1.161290322580645,3.0,0.0,5.963636363636361,0.0,52.39101032,70.158585,60.86851471999999,9.239436619718305,5,0
DB00705,MESH:D006530,0,train,8.0,3.0,0.8466873,0.0350404312668463,0.6666666666666666,0.0,0.2142857142857142,0.0,0.74280655,0.87021995,0.7887106,0.180327868852459,6.7734984,0.2803234501347704,5.333333333333333,0.0,0.6428571428571426,0.0,2.22841965,2.61065985,2.3661318,0.540983606557377,5,0
DB00339,MESH:D001982,0,train,9.0,22.0,0.75442725,0.2352941176470588,0.5,0.0,0.0238095238095238,0.0,0.7995338,0.830967,0.757723,0.0897435897435897,6.78984525,2.117647058823529,4.5,0.0,0.5238095238095236,0.0,17.5897436,18.281274,16.669906,1.9743589743589736,5,0
DB00154,MESH:D000141,0,train,17.0,1.0,0.56689125,0.0057971014492753,0.0,0.2857142857142857,0.0,0.0,0.54359645,0.82039547,0.7618805,0.0729166666666666,9.63715125,0.0985507246376801,0.0,0.2857142857142857,0.0,0.0,0.54359645,0.82039547,0.7618805,0.0729166666666666,5,0
DB01066,MESH:D018442,0,train,2.0,1.0,0.73734283,0.0278745644599303,0.2,0.0,0.0,0.0,0.6420953,0.77571595,0.72035456,0.0833333333333333,1.47468566,0.0557491289198606,0.4,0.0,0.0,0.0,0.6420953,0.77571595,0.72035456,0.0833333333333333,5,0
DB00758,MESH:D003316,0,train,9.0,49.0,0.70661235,0.1517857142857143,0.5,0.0,0.1744186046511628,0.0,0.7913992,0.8691436,0.76484907,0.1884057971014492,6.35951115,1.3660714285714288,4.5,0.0,8.546511627906977,0.0,38.7785608,42.5880364,37.47760443,9.23188405797101,5,0
DB01384,MESH:D007105,0,train,3.0,0.0,0.0,0.0,0.0,0.0,0.0681818181818181,0.0,0.7272559,0.7734384,0.77811956,0.1570247933884297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB01220,MESH:D000152,0,train,21.0,4.0,0.71398294,0.1286173633440515,1.0,0.1666666666666666,0.1940298507462686,0.0238095238095238,0.8467158,0.92661476,0.87665254,0.1940298507462686,14.99364174,2.7009646302250814,21.0,0.6666666666666664,0.7761194029850744,0.0952380952380952,3.3868632,3.70645904,3.50661016,0.7761194029850744,5,0
DB00214,MESH:D003323,0,train,5.0,8.0,0.7729695,0.04,1.0,0.0,0.0677966101694915,0.0,0.8532153,0.88350177,0.77909315,0.1909090909090909,3.8648475,0.2,5.0,0.0,0.542372881355932,0.0,6.8257224,7.06801416,6.2327452,1.5272727272727271,5,0
DB09223,MESH:D007567,0,train,2.0,1.0,0.45722914,0.0022753128555176,0.0,0.0,0.0909090909090909,0.0,0.6524663,0.80166614,0.7697523,0.1929824561403508,0.91445828,0.0045506257110352,0.0,0.0,0.0909090909090909,0.0,0.6524663,0.80166614,0.7697523,0.1929824561403508,5,0
DB01157,MESH:D004700,0,train,1.0,2.0,0.53022105,0.1349862258953168,0.0,0.0,0.057471264367816,0.0,0.757869,0.7278071,0.6689196,0.0306122448979591,0.53022105,0.1349862258953168,0.0,0.0,0.114942528735632,0.0,1.515738,1.4556142,1.3378392,0.0612244897959182,5,0
DB11155,MESH:D006417,0,train,71.0,4.0,0.550154,0.1827956989247311,0.25,0.0,0.1025641025641025,0.0,0.7998736,0.90599,0.8681082,0.3253012048192771,39.060934,12.978494623655909,17.75,0.0,0.41025641025641,0.0,3.1994944,3.62396,3.4724328,1.3012048192771084,5,0
DB00678,MESH:D009410,0,train,89.0,67.0,0.7588253,0.5074925074925075,1.0,0.0,0.1964285714285714,0.1111111111111111,0.88548654,0.82231486,0.83292925,0.2521739130434782,67.53545170000001,45.16683316683317,89.0,0.0,13.160714285714285,7.444444444444444,59.32759818,55.09509562,55.80625975,16.89565217391304,5,0
DB00812,MESH:D006470,0,train,100.0,56.0,0.75573695,0.4495412844036697,1.0,0.6666666666666666,0.360655737704918,0.1666666666666666,0.8909745,0.8885515,0.88093925,0.3908045977011494,75.573695,44.95412844036697,100.0,37.33333333333333,20.196721311475407,9.33333333333333,49.894572,49.758884,49.332598,21.885057471264368,5,0
DB01108,MESH:D020751,0,train,5.0,1.0,0.5410251,0.0282485875706214,0.0,0.0,0.0,0.0,0.7110797,0.83710504,0.7748363,0.2,2.7051255000000003,0.141242937853107,0.0,0.0,0.0,0.0,0.7110797,0.83710504,0.7748363,0.2,5,0
