drugID,diseaseID,label,split,count_drug,count_disease,q_score_Description,q_score_Pathway,q_score_Slim,p_score_Target,p_score_Category,p_score_Conditions,p_score_Description,p_score_Mechanism,p_score_Pharmacodynamics,p_score_Smile,adj_q_score_Description,adj_q_score_Pathway,adj_q_score_Slim,adj_p_score_Target,adj_p_score_Category,adj_p_score_Conditions,adj_p_score_Description,adj_p_score_Mechanism,adj_p_score_Pharmacodynamics,adj_p_score_Smile
DB00321,MESH:D001342,1,train,24.0,108.0,0.863955,0.5555555555555556,1.0,0.3043478260869565,0.3137254901960784,0.1666666666666666,0.9382737,0.91413057,0.8761031,0.3296703296703296,20.73492,13.333333333333334,24.0,32.8695652173913,33.88235294117647,17.999999999999993,101.3335596,98.72610156,94.6191348,35.6043956043956
DB00168,MESH:D008881,1,train,70.0,11.0,0.68522865,0.1231732776617954,1.0,0.1666666666666666,0.1304347826086956,0.0,0.6207875,0.7833495,0.71083295,0.3230769230769231,47.9660055,8.622129436325677,70.0,1.8333333333333328,1.4347826086956514,0.0,6.8286625,8.616844500000001,7.81916245,3.553846153846154
DB01169,MESH:D015464,1,train,17.0,107.0,0.8713402,0.2930056710775047,1.0,0.0434782608695652,0.2765957446808511,0.0,0.9119801,0.85761124,0.86934954,0.0434782608695652,14.8127834,4.98109640831758,17.0,4.652173913043477,29.595744680851062,0.0,97.5818707,91.76440268,93.02040078,4.652173913043477
DB01592,MESH:D006332,1,train,89.0,68.0,0.8355002,0.5019342359767891,0.5,0.032258064516129,0.4545454545454545,0.1,0.67461526,0.776128,0.7453873,0.0,74.3595178,44.67214700193423,44.5,2.193548387096772,30.909090909090903,6.800000000000001,45.87383768,52.776704,50.6863364,0.0
DB00987,MESH:D012559,1,train,69.0,150.0,0.82951283,0.4756302521008403,1.0,0.0,0.0806451612903225,0.0,0.7811713,0.7686024,0.7654735,0.3186813186813186,57.23638527,32.818487394957984,69.0,0.0,12.096774193548374,0.0,117.175695,115.29036,114.821025,47.80219780219779
DB00909,MESH:D014839,1,train,223.0,20.0,0.60950553,0.4437086092715232,1.0,0.2033898305084746,0.3658536585365853,0.25,0.93793505,0.9109501,0.87550354,0.2407407407407407,135.91973319,98.94701986754968,223.0,4.067796610169491,7.317073170731706,5.0,18.758701,18.219002,17.5100708,4.814814814814814
DB00206,MESH:D013610,1,train,185.0,50.0,0.7673819,0.4944649446494464,1.0,0.1666666666666666,0.1896551724137931,1.0,0.83413506,0.9103799,0.9120009,0.4014084507042254,141.96565149999998,91.47601476014758,185.0,8.33333333333333,9.482758620689657,50.0,41.706753,45.518995,45.600045,20.070422535211268
DB00304,MESH:D011655,1,train,50.0,13.0,0.7680638,0.4541062801932367,0.5,0.3333333333333333,0.5116279069767442,0.1428571428571428,0.8851514,0.8178743,0.8521302,0.4431818181818182,38.40319,22.705314009661837,25.0,4.333333333333333,6.651162790697675,1.8571428571428563,11.5069682,10.6323659,11.0776926,5.761363636363637
DB00794,MESH:D014839,1,train,223.0,43.0,0.56336963,0.4437086092715232,1.0,0.8,0.4772727272727273,0.3333333333333333,0.94378865,0.9109501,0.8678318,0.3698630136986301,125.63142749,98.94701986754968,223.0,34.4,20.522727272727277,14.333333333333332,40.58291195,39.1708543,37.3167674,15.904109589041097
DB01045,MESH:D000756,1,train,14.0,86.0,0.6797879,0.1645569620253164,1.0,0.5,0.1363636363636363,0.1111111111111111,0.93571764,0.8472575,0.8794989,0.1359223300970873,9.5170306,2.3037974683544293,14.0,43.0,11.72727272727272,9.555555555555555,80.47171704,72.864145,75.6369054,11.689320388349508
DB14500,MESH:D006947,1,train,43.0,30.0,0.85668206,0.8409090909090909,1.0,1.0,0.1818181818181818,0.0909090909090909,0.8408424,0.69038844,0.819092,0.0,36.83732858,36.159090909090914,43.0,30.0,5.454545454545454,2.727272727272727,25.225272,20.7116532,24.57276,0.0
DB00468,MESH:D016171,1,train,96.0,56.0,0.8221138,0.1935483870967742,1.0,0.0285714285714285,0.36,0.0833333333333333,0.92869705,0.898821,0.86076856,1.0,78.9229248,18.58064516129032,96.0,1.599999999999996,20.16,4.666666666666665,52.0070348,50.333976,48.20303936,56.0
DB00641,MESH:D007676,1,train,44.0,103.0,0.8656275,0.4910979228486647,1.0,1.0,0.6444444444444445,0.03125,0.97920763,0.8481325,0.98882294,0.7802197802197802,38.08761,21.608308605341247,44.0,103.0,66.37777777777778,3.21875,100.85838589,87.3576475,101.84876282,80.36263736263736
DB00589,MESH:D005355,1,train,80.0,23.0,0.7833748,0.4018475750577367,1.0,0.8333333333333334,0.4722222222222222,0.0,0.82769793,0.9007057,0.8650062,0.4545454545454545,62.669984,32.147806004618936,80.0,19.166666666666668,10.86111111111111,0.0,19.03705239,20.7162311,19.8951426,10.454545454545451
DB00951,MESH:D006212,1,train,156.0,86.0,0.7456949,0.5555555555555556,1.0,0.0,0.203125,0.0,0.9008571,0.8913698,0.86870277,0.25,116.3284044,86.66666666666667,156.0,0.0,17.46875,0.0,77.4737106,76.6578028,74.70843821999999,21.5
DB00795,MESH:D019283,1,train,3.0,108.0,0.8759012,0.4,1.0,0.1212121212121212,0.0697674418604651,0.0,0.8463178,0.81137264,0.70742404,0.1869158878504672,2.6277036000000003,1.2000000000000002,3.0,13.09090909090909,7.534883720930231,0.0,91.4023224,87.62824512,76.40179632,20.186915887850457
DB01394,MESH:D015431,1,train,128.0,79.0,0.7572926,0.5050251256281407,1.0,0.5,0.2448979591836734,0.125,0.84119743,0.9047355,0.8462964,0.247787610619469,96.9334528,64.64321608040201,128.0,39.5,19.3469387755102,9.875,66.45459697,71.4741045,66.8574156,19.57522123893805
DB01099,MESH:D001855,1,train,41.0,17.0,0.76608306,0.0476190476190476,1.0,0.5,0.2333333333333333,0.0,0.8210472,0.8275901,0.8248687,0.2972972972972973,31.40940546,1.952380952380952,41.0,8.5,3.9666666666666655,0.0,13.9578024,14.0690317,14.0227679,5.054054054054054
DB01232,MESH:D006949,1,train,49.0,10.0,0.6985875,0.3397590361445783,0.0,0.5,0.4634146341463415,0.25,0.9772513,0.8449753,0.85214925,0.3098591549295774,34.2307875,16.648192771084336,0.0,5.0,4.634146341463415,2.5,9.772513,8.449753,8.521492499999999,3.098591549295774
DB00603,MESH:D020246,1,train,55.0,55.0,0.7781404,0.4513274336283186,1.0,0.8421052631578947,0.3943661971830985,0.15,0.8954216,0.8980404,0.8608385,0.4432989690721649,42.797722,24.823008849557525,55.0,46.315789473684205,21.690140845070417,8.25,49.248188,49.392222,47.3461175,24.381443298969067
DB00148,MESH:D019970,1,train,97.0,25.0,0.78856575,0.4444444444444444,1.0,0.0,0.3333333333333333,0.0,0.73478305,0.78691345,0.731295,0.2162162162162162,76.49087775,43.11111111111111,97.0,0.0,8.333333333333332,0.0,18.36957625,19.67283625,18.282375,5.405405405405405
DB00363,MESH:D003866,1,train,189.0,132.0,0.81711006,0.4992025518341307,1.0,0.7352941176470589,0.5764705882352941,0.0,0.89963394,0.92191327,0.8884381,0.6172839506172839,154.43380134,94.3492822966507,189.0,97.05882352941175,76.09411764705882,0.0,118.75168008,121.69255164,117.2738292,81.48148148148148
DB01064,MESH:D013617,1,train,49.0,62.0,0.47857627,0.4698795180722891,1.0,0.75,0.5476190476190477,0.0555555555555555,0.9169338,0.8793473,0.8871459,0.7045454545454546,23.450237230000003,23.024096385542165,49.0,46.5,33.95238095238096,3.4444444444444406,56.8498956,54.519532600000005,55.0030458,43.68181818181819
DB01242,MESH:D001523,1,train,101.0,70.0,0.84420776,0.3098591549295775,1.0,0.2857142857142857,0.6133333333333333,0.3333333333333333,0.9440237,0.91492265,0.974813,0.7464788732394366,85.26498375999999,31.295774647887328,101.0,20.0,42.93333333333333,23.33333333333333,66.081659,64.0445855,68.23691000000001,52.25352112676056
DB01103,MESH:D009135,1,train,121.0,18.0,0.7490026,0.2867036011080333,0.3333333333333333,0.0454545454545454,0.3548387096774194,0.0,0.83955365,0.8456496,0.85533184,0.4845360824742268,90.6293146,34.69113573407203,40.33333333333333,0.8181818181818172,6.387096774193549,0.0,15.1119657,15.2216928,15.39597312,8.721649484536082
DB04880,MESH:D002303,1,train,23.0,12.0,0.81303513,0.0024271844660194,1.0,0.25,0.5,0.0,0.9084966,0.88312024,0.7813139,0.2368421052631578,18.69980799,0.0558252427184461,23.0,3.0,6.0,0.0,10.9019592,10.59744288,9.3757668,2.842105263157894
DB04920,MESH:D006973,1,train,326.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.55,1.0,0.8998529,0.95771444,0.80360216,0.7619047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB01223,MESH:D015431,1,train,128.0,40.0,0.64961386,0.3752244165170556,1.0,0.125,0.1594202898550724,0.0204081632653061,0.9011753,0.8921474,0.8119346,0.1958041958041958,83.15057408,48.02872531418312,128.0,5.0,6.376811594202896,0.816326530612244,36.047012,35.685896,32.477384,7.832167832167832
DB00704,MESH:D019969,1,train,25.0,36.0,0.79527795,0.5009208103130756,1.0,0.1904761904761904,0.1698113207547169,0.1111111111111111,0.83833575,0.87327814,0.8661138,0.2403846153846154,19.88194875,12.52302025782689,25.0,6.857142857142855,6.113207547169808,4.0,30.180087,31.43801304,31.1800968,8.653846153846153
DB00997,MESH:D010523,1,train,111.0,226.0,0.8008801,0.5130784708249496,1.0,0.5,0.6818181818181818,0.1282051282051282,0.94547987,0.9161834,0.9206288,0.8828828828828829,88.8976911,56.95171026156941,111.0,113.0,154.0909090909091,28.97435897435897,213.67845062,207.0574484,208.0621088,199.53153153153156
DB00215,MESH:D007319,1,train,103.0,74.0,0.8286209,0.2666666666666667,1.0,0.5,0.4262295081967213,0.2222222222222222,0.92305934,0.94702804,0.9447437,0.3232323232323232,85.3479527,27.466666666666672,103.0,37.0,31.540983606557376,16.444444444444443,68.30639116,70.08007495999999,69.9110338,23.91919191919192
DB01169,MESH:D000740,1,train,109.0,107.0,0.69784105,0.4951856946354883,1.0,0.1142857142857142,0.2647058823529412,0.125,0.9119801,0.8577858,0.8234972,0.0909090909090909,76.06467445,53.97524071526822,109.0,12.22857142857142,28.323529411764707,13.375,97.5818707,91.7830806,88.1142004,9.727272727272728
DB00843,MESH:D007859,1,train,84.0,36.0,0.86403966,0.5838383838383838,1.0,0.3333333333333333,0.4545454545454545,0.3,0.934402,0.87133676,0.90646315,0.2777777777777778,72.57933144,49.04242424242424,84.0,12.0,16.36363636363636,10.8,33.638472,31.36812336,32.6326734,10.0
DB00733,MESH:D014786,1,train,102.0,5.0,0.7222933,0.0153061224489795,0.6666666666666666,0.04,0.1,0.037037037037037,0.89847535,0.8708242,0.8600061,0.22,73.6739166,1.5612244897959089,68.0,0.2,0.5,0.185185185185185,4.49237675,4.354121,4.3000305,1.1
DB01165,MESH:D009164,1,train,9.0,54.0,0.9625522,0.2307692307692307,1.0,0.2727272727272727,0.4545454545454545,0.1212121212121212,0.92961764,0.8938631,0.89538884,0.4183673469387755,8.662969799999999,2.076923076923076,9.0,14.727272727272728,24.545454545454543,6.545454545454545,50.19935256,48.2686074,48.35099736,22.591836734693874
DB00709,MESH:D039682,1,train,4.0,52.0,0.7869916,0.088235294117647,0.5,0.5,0.6666666666666666,0.3333333333333333,0.92224807,0.8758532,0.96516913,0.2285714285714285,3.1479664,0.352941176470588,2.0,26.0,34.666666666666664,17.333333333333332,47.95689964,45.5443664,50.18879476,11.885714285714284
DB01454,MESH:D011605,1,train,134.0,66.0,0.83243203,0.6455696202531646,1.0,0.4285714285714285,0.4516129032258064,0.0,0.79912376,0.90623176,0.8457965,0.392156862745098,111.54589202,86.50632911392405,134.0,28.28571428571428,29.80645161290322,0.0,52.74216816,59.811296160000005,55.822569,25.882352941176467
DB01212,MESH:D009202,1,train,96.0,69.0,0.7787167,0.5674470457079153,1.0,0.0,0.1666666666666666,0.0816326530612244,0.9708439,0.8727587,0.8702649,0.189873417721519,74.75680320000001,54.474916387959865,96.0,0.0,11.499999999999996,5.632653061224484,66.9882291,60.2203503,60.0482781,13.10126582278481
DB01060,MESH:D011008,1,train,10.0,49.0,0.933357,0.1162790697674418,1.0,0.0,0.4333333333333333,0.16,0.8867584,0.9064154,0.8659308,0.5476190476190477,9.33357,1.162790697674418,10.0,0.0,21.23333333333333,7.84,43.4511616,44.4143546,42.4306092,26.833333333333336
DB00317,MESH:D000152,1,train,20.0,38.0,0.77616906,0.15527950310559,1.0,0.0,0.173076923076923,0.0,0.72777355,0.815886,0.74510086,0.1842105263157894,15.5233812,3.1055900621118,20.0,0.0,6.576923076923074,0.0,27.6553949,31.003668,28.31383268,6.999999999999997
DB00343,MESH:D017180,1,train,113.0,83.0,0.8333267,0.4651162790697675,1.0,0.1,0.4084507042253521,0.1666666666666666,0.8430211,0.90092045,0.9328822,0.4313725490196078,94.1659171,52.55813953488373,113.0,8.3,33.901408450704224,13.833333333333329,69.9707513,74.77639735,77.4292226,35.80392156862745
DB01056,MESH:D003240,1,train,5.0,20.0,0.7631592,0.0039840637450199,0.0,0.0833333333333333,0.0897435897435897,0.0,0.81179017,0.7949547,0.8291343,0.180327868852459,3.815796,0.0199203187250995,0.0,1.666666666666666,1.794871794871794,0.0,16.235803399999998,15.899094,16.582686,3.60655737704918
DB01248,MESH:D005770,1,train,11.0,84.0,0.8769592,0.4502369668246445,1.0,0.0,0.3773584905660377,0.1111111111111111,0.9418099,0.8776325,0.8378328,0.1631578947368421,9.6465512,4.952606635071089,11.0,0.0,31.698113207547166,9.333333333333332,79.1120316,73.72113,70.3779552,13.705263157894738
DB00295,MESH:D009436,1,train,37.0,122.0,0.7173345,0.4163568773234201,0.5,0.0857142857142857,0.1698113207547169,0.0172413793103448,0.87009454,0.8379164,0.82063663,0.1875,26.5413765,15.405204460966544,18.5,10.457142857142856,20.71698113207546,2.1034482758620654,106.15153388,102.2258008,100.11766886,22.875
DB00727,MESH:D006417,1,train,70.0,69.0,0.7550535,0.2596153846153846,0.6666666666666666,0.0,0.0638297872340425,0.0,0.8544253,0.8173855,0.8559282,0.0927835051546391,52.853745,18.17307692307692,46.66666666666666,0.0,4.404255319148933,0.0,58.9553457,56.3995995,59.0590458,6.402061855670097
DB00571,MESH:D002303,1,train,23.0,131.0,0.81399703,0.0103092783505154,1.0,0.2857142857142857,0.3098591549295774,0.0869565217391304,0.83327717,0.89940435,0.8108492,0.3880597014925373,18.72193169,0.2371134020618542,23.0,37.42857142857142,40.59154929577464,11.391304347826082,109.15930927,117.82196985,106.2212452,50.83582089552239
DB00997,MESH:D011537,1,train,112.0,226.0,0.76469946,0.4603174603174603,1.0,0.5,0.4035087719298245,0.0833333333333333,0.92924416,0.84308624,0.88178456,0.2837837837837837,85.64633952,51.55555555555555,112.0,113.0,91.19298245614031,18.833333333333325,210.00918016,190.53749024,199.28331056,64.13513513513512
DB00773,MESH:D007235,1,train,18.0,106.0,0.6481161,0.0571428571428571,0.0,1.0,0.4615384615384615,0.1111111111111111,0.80989987,0.89655006,0.8908566,0.2333333333333333,11.6660898,1.0285714285714278,0.0,106.0,48.92307692307692,11.777777777777777,85.84938622,95.03430636,94.4307996,24.73333333333333
DB00653,MESH:D018908,1,train,93.0,48.0,0.8458581,0.4107142857142857,0.5,0.3809523809523809,0.1311475409836065,0.0,0.7510778,0.8191078,0.8585529,0.1666666666666666,78.66480329999999,38.19642857142857,46.5,18.28571428571428,6.295081967213113,0.0,36.0517344,39.3171744,41.2105392,7.9999999999999964
DB00243,MESH:D018487,1,train,97.0,6.0,0.81328344,0.3459119496855346,1.0,0.3783783783783784,0.2954545454545454,0.5,0.8632523,0.8888096,0.86692995,0.3538461538461538,78.88849368,33.55345911949686,97.0,2.27027027027027,1.7727272727272725,3.0,5.1795138,5.3328576,5.2015797,2.123076923076922
DB00870,MESH:D003875,1,train,131.0,6.0,0.7919953,0.3678474114441417,0.5,1.0,0.4772727272727273,0.0833333333333333,0.8159162,0.94231856,0.84193194,0.5384615384615384,103.7513843,48.18801089918256,65.5,6.0,2.863636363636364,0.4999999999999998,4.895497199999999,5.65391136,5.05159164,3.230769230769231
DB00741,MESH:D011297,1,train,94.0,79.0,0.7397804,0.4035532994923858,0.0,0.5,0.6470588235294118,0.4508196721311475,0.893411,0.9999995,0.8772184,0.5116279069767442,69.5393576,37.934010152284266,0.0,39.5,51.11764705882353,35.61475409836065,70.579469,78.9999605,69.30025359999999,40.4186046511628
DB00184,MESH:D007511,1,train,66.0,148.0,0.86040366,0.4048780487804878,1.0,0.1964285714285714,0.1935483870967742,0.0,0.82050395,0.83251524,0.84992826,0.1829268292682926,56.78664156,26.721951219512192,66.0,29.07142857142857,28.64516129032258,0.0,121.4345846,123.21225552,125.78938248,27.073170731707304
DB01577,MESH:D002561,1,train,26.0,123.0,0.9105258,0.4411764705882353,1.0,0.2142857142857142,0.208955223880597,0.0625,0.79203534,0.84093285,0.7824848,0.25,23.6736708,11.470588235294118,26.0,26.357142857142847,25.70149253731343,7.6875,97.42034682,103.43474055,96.2456304,30.75
DB00907,MESH:D002375,1,train,135.0,285.0,0.8410803,0.401673640167364,1.0,0.6666666666666666,0.3,0.0,0.82051355,0.8756672,0.84754384,0.4022988505747126,113.5458405,54.22594142259414,135.0,190.0,85.5,0.0,233.84636175,249.565152,241.5499944,114.6551724137931
DB09227,MESH:D005483,1,train,31.0,3.0,0.7453716,0.086206896551724,1.0,0.3,0.5714285714285714,0.0,0.97016203,0.87159896,0.82685053,0.6779661016949152,23.1065196,2.672413793103444,31.0,0.8999999999999999,1.7142857142857142,0.0,2.91048609,2.61479688,2.48055159,2.0338983050847457
DB00796,MESH:D013610,1,train,185.0,10.0,0.85699433,0.3048327137546468,1.0,1.0,0.4516129032258064,0.3636363636363636,0.9247427,0.9204099,0.8703834,0.3425414364640884,158.54395105,56.39405204460967,185.0,10.0,4.516129032258064,3.636363636363636,9.247427,9.204099,8.703834,3.425414364640884
DB06774,MESH:D006937,1,train,45.0,88.0,0.7586106,0.2914110429447852,1.0,0.0,0.1964285714285714,0.027027027027027,0.83094084,0.8446169,0.79968995,0.2592592592592592,34.137477000000004,13.113496932515334,45.0,0.0,17.285714285714285,2.3783783783783763,73.12279392,74.3262872,70.37271559999999,22.81481481481481
DB00296,MESH:D013118,1,train,30.0,19.0,0.756786,0.1413043478260869,1.0,0.5,0.76,0.0169491525423728,0.78682727,0.94002295,0.71884024,0.8852459016393442,22.70358,4.239130434782607,30.0,9.5,14.44,0.3220338983050832,14.94971813,17.86043605,13.65796456,16.81967213114754
DB00531,MESH:D008228,1,train,29.0,236.0,0.8021433,0.4092526690391459,1.0,1.0,0.7678571428571429,0.1025641025641025,0.8933723,0.9235342,0.897542,0.3684210526315789,23.2621557,11.868327402135233,29.0,236.0,181.2142857142857,24.20512820512819,210.8358628,217.9540712,211.819912,86.94736842105263
DB00344,MESH:D007024,1,train,79.0,9.0,0.71185064,0.1167883211678831,0.5,0.5,0.4385964912280701,1.0,0.86697793,0.8518208,0.9498328,0.4216867469879518,56.23620056,9.226277372262764,39.5,4.5,3.947368421052631,9.0,7.80280137,7.666387200000001,8.5484952,3.795180722891566
DB00431,MESH:D009845,1,train,22.0,45.0,0.6635283,0.2330508474576271,1.0,0.1818181818181818,0.2758620689655172,0.1666666666666666,0.7697828,0.8042242,0.7306125,0.0694444444444444,14.5976226,5.127118644067797,22.0,8.181818181818182,12.413793103448274,7.499999999999997,34.640226,36.190089,32.8775625,3.1249999999999982
DB00907,MESH:D008133,1,train,117.0,285.0,0.85981953,0.352112676056338,0.6666666666666666,0.4347826086956521,0.2297297297297297,0.0,0.8136524,0.85397696,0.796473,0.2840909090909091,100.59888501,41.197183098591545,78.0,123.91304347826085,65.47297297297295,0.0,231.890934,243.3834336,226.994805,80.9659090909091
DB09140,MESH:D055370,1,train,23.0,80.0,0.83612144,0.4361702127659574,0.5,0.0,0.0263157894736842,0.0,0.6969767,0.7448987,0.7844162,0.2,19.23079312,10.03191489361702,11.5,0.0,2.105263157894736,0.0,55.758136,59.591896000000006,62.753296,16.0
DB00586,MESH:D053099,1,train,39.0,112.0,0.8204628,0.1627906976744185,0.6666666666666666,1.0,0.4864864864864865,0.2105263157894736,0.99343896,0.85818636,0.84939766,0.3164556962025316,31.9980492,6.348837209302322,26.0,112.0,54.48648648648649,23.57894736842104,111.26516352,96.11687232,95.13253792,35.44303797468354
DB00472,MESH:D013226,1,train,76.0,110.0,0.7695255,0.5145118733509235,1.0,0.1666666666666666,0.5833333333333334,0.3043478260869565,0.92862296,0.874388,0.88938105,0.2962962962962963,58.483938,39.10290237467019,76.0,18.333333333333325,64.16666666666667,33.47826086956521,102.1485256,96.18268,97.8319155,32.59259259259259
DB01065,MESH:D008107,1,train,101.0,100.0,0.8557595,0.47875,1.0,0.125,0.1388888888888889,0.125,0.7398989,0.8626016,0.8322816,0.2297297297297297,86.4317095,48.35375,101.0,12.5,13.88888888888889,12.5,73.98989,86.26016,83.22816,22.97297297297297
DB00694,MESH:D005923,1,train,34.0,67.0,0.92092216,0.3720930232558139,1.0,0.5,0.6818181818181818,0.0666666666666666,0.8567712,0.9161834,0.9109889,0.8828828828828829,31.31135344,12.651162790697672,34.0,33.5,45.68181818181818,4.466666666666662,57.4036704,61.3842878,61.0362563,59.15315315315315
DB00864,MESH:D006463,1,train,22.0,148.0,0.85887814,0.4020618556701031,0.6666666666666666,0.0,0.3770491803278688,0.1470588235294117,0.8829423,0.8436176,0.87597454,0.2151898734177215,18.89531908,8.845360824742269,14.666666666666666,0.0,55.803278688524586,21.764705882352928,130.6754604,124.8554048,129.64423191999998,31.84810126582278
DB00361,MESH:D002318,1,train,97.0,57.0,0.893437,0.3899521531100478,1.0,0.0,0.2264150943396226,0.0344827586206896,0.84366584,0.89273345,0.8895873,0.2236842105263158,86.66338900000001,37.82535885167464,97.0,0.0,12.905660377358489,1.9655172413793072,48.08895288,50.88580665,50.7064761,12.75
DB00694,MESH:D010182,1,train,10.0,67.0,0.84753466,0.2786069651741293,1.0,0.0,0.2909090909090909,0.0,0.84067035,0.91469073,0.8742518,0.1621621621621621,8.4753466,2.7860696517412933,10.0,0.0,19.49090909090909,0.0,56.32491345,61.28427891,58.5748706,10.86486486486486
DB00907,MESH:D003680,1,train,34.0,285.0,0.88361335,0.0086580086580086,0.5,0.3333333333333333,0.2244897959183673,0.0,0.8068807,0.8607707,0.75078094,0.2434782608695652,30.0428539,0.2943722943722924,17.0,95.0,63.97959183673468,0.0,229.9609995,245.3196495,213.9725679,69.39130434782608
DB00970,MESH:D013921,1,train,102.0,43.0,0.6675169,0.3902439024390244,1.0,0.75,0.2962962962962963,0.217391304347826,0.9384862,0.8698541,0.9033736,0.3189655172413793,68.0867238,39.80487804878049,102.0,32.25,12.74074074074074,9.347826086956518,40.3549066,37.4037263,38.8450648,13.71551724137931
DB00321,MESH:D058186,1,train,230.0,108.0,0.8466873,0.5871819038642789,1.0,0.5142857142857142,0.5131578947368421,0.2,0.96785057,0.89917433,0.8941238,0.7183098591549296,194.738079,135.05183788878415,230.0,55.54285714285714,55.42105263157895,21.6,104.52786156,97.11082764,96.5653704,77.5774647887324
DB00843,MESH:D019969,1,train,25.0,36.0,0.8209206,0.4866562009419152,1.0,0.1568627450980392,0.2105263157894736,0.0,0.81285113,0.882753,0.8355288,0.2393162393162393,20.523015,12.16640502354788,25.0,5.647058823529411,7.5789473684210495,0.0,29.26264068,31.779108,30.0790368,8.615384615384615
DB00450,MESH:D006973,1,train,326.0,30.0,0.7673819,0.4268077601410934,1.0,0.5,0.4,0.25,0.9157899,0.9035946,0.8433851,0.4485981308411215,250.1664994,139.13932980599645,326.0,15.0,12.0,7.5,27.473697,27.107838,25.301553,13.457943925233645
DB00762,MESH:D007964,1,train,24.0,48.0,0.64501035,0.5472154963680387,0.5,0.0,0.1875,0.0,0.8833278,0.84868836,0.8528866,0.2025316455696202,15.4802484,13.133171912832928,12.0,0.0,9.0,0.0,42.3997344,40.73704128,40.9385568,9.721518987341767
DB00381,MESH:D006261,1,train,255.0,50.0,0.7453716,0.4054054054054054,1.0,0.1875,0.54,0.2142857142857142,0.9762741,0.9282249,0.87802327,0.5824175824175825,190.069758,103.37837837837836,255.0,9.375,27.0,10.71428571428571,48.813705,46.411245,43.9011635,29.120879120879124
DB00391,MESH:D003866,1,train,189.0,50.0,0.7592386,0.4992025518341307,1.0,0.4285714285714285,0.65,0.1818181818181818,0.9345299,0.86748934,0.8874204,0.6375,143.4960954,94.3492822966507,189.0,21.428571428571423,32.5,9.09090909090909,46.726495,43.374467,44.37102,31.875
DB00184,MESH:D003866,1,train,189.0,148.0,0.81062096,0.4992025518341307,1.0,0.1964285714285714,0.2258064516129032,0.0,0.87166095,0.86896485,0.85952795,0.2115384615384615,153.20736144,94.3492822966507,189.0,29.07142857142857,33.41935483870967,0.0,129.0058206,128.6067978,127.2101366,31.307692307692303
DB00367,MESH:D006973,1,train,326.0,31.0,0.63018495,0.5591482649842272,1.0,0.4545454545454545,0.3275862068965517,0.0625,0.8139951,0.9147866,0.8710737,0.4090909090909091,205.4402937,182.28233438485807,326.0,14.090909090909088,10.155172413793103,1.9375,25.2338481,28.3583846,27.0032847,12.681818181818183
DB00752,MESH:D018476,1,train,61.0,35.0,0.78197324,0.2631578947368421,1.0,1.0,0.365079365079365,0.1428571428571428,0.91304594,0.9063135,0.8498651,0.3658536585365853,47.70036764,16.052631578947366,61.0,35.0,12.777777777777777,4.999999999999998,31.9566079,31.7209725,29.7452785,12.804878048780486
DB00812,MESH:D004487,1,train,176.0,55.0,0.75435317,0.4332755632582322,1.0,0.6666666666666666,0.5106382978723404,0.1666666666666666,0.90123415,0.90879685,0.91681445,0.3908045977011494,132.76615792,76.25649913344887,176.0,36.66666666666666,28.08510638297872,9.166666666666664,49.56787825,49.98382675,50.42479475,21.494252873563216
DB00428,MESH:D006331,1,train,134.0,109.0,0.83133805,0.4424111948331539,1.0,0.0,0.2424242424242424,0.0,0.89804554,0.93991476,0.9080864,0.1979166666666666,111.3992987,59.28310010764262,134.0,0.0,26.424242424242426,0.0,97.88696386,102.45070884,98.9814176,21.57291666666666
DB00181,MESH:D016055,1,train,67.0,72.0,0.73709285,0.5,0.6666666666666666,0.0588235294117647,0.1935483870967742,0.1428571428571428,0.8412778,0.86905354,0.90275335,0.3448275862068966,49.38522095,33.5,44.66666666666666,4.235294117647058,13.935483870967742,10.28571428571428,60.5720016,62.57185488,64.9982412,24.827586206896555
DB00501,MESH:D003866,1,train,189.0,99.0,0.81711006,0.4992025518341307,1.0,0.5,0.3846153846153846,0.2083333333333333,0.94103837,0.88687295,0.89769363,0.2619047619047619,154.43380134,94.3492822966507,189.0,49.5,38.07692307692307,20.625,93.16279863,87.80042205,88.87166937,25.92857142857143
DB00323,MESH:D004409,1,train,122.0,10.0,0.8103458,0.3975409836065574,1.0,1.0,0.5,0.25,0.94357896,0.9064026,0.8328311,0.3493975903614458,98.8621876,48.5,122.0,10.0,5.0,2.5,9.4357896,9.064026,8.328311000000001,3.4939759036144578
DB01229,MESH:D006943,1,train,70.0,155.0,0.68047166,0.4585091420534458,0.0,1.0,0.5686274509803921,0.0833333333333333,0.9325246,0.9933348,0.95029116,0.7263157894736842,47.6330162,32.095639943741205,0.0,155.0,88.13725490196079,12.916666666666664,144.541313,153.966894,147.2951298,112.57894736842104
DB01098,MESH:D003967,1,train,164.0,24.0,0.6037189,0.2074074074074073,1.0,0.6666666666666666,0.3103448275862069,0.2857142857142857,0.9968531,0.8853083,0.9704939,0.2260273972602739,99.0098996,34.0148148148148,164.0,16.0,7.448275862068966,6.857142857142857,23.9244744,21.2473992,23.2918536,5.424657534246574
