drugID,diseaseID,label,split,count_drug,count_disease,q_score_PS,p_score_Target,p_score_Category,p_score_Conditions,p_score_Description,p_score_Mechanism,p_score_Pharmacodynamics,p_score_Smile,adj_q_score_PS,adj_p_score_Target,adj_p_score_Category,adj_p_score_Conditions,adj_p_score_Description,adj_p_score_Mechanism,adj_p_score_Pharmacodynamics,adj_p_score_Smile
DB00787,D150600,1,train,4.0,10.0,0.28495,0.0,0.072289156626506,0.0,0.7764782,0.6733968,0.81413424,0.0957446808510638,1.1398,0.0,0.7228915662650599,0.0,7.764782,6.733968,8.1413424,0.957446808510638
DB00747,D147530,1,train,59.0,4.0,0.14691,0.7777777777777778,0.4565217391304347,0.0,0.8864361,0.8222091,0.8602674,0.618421052631579,8.66769,3.111111111111111,1.8260869565217388,0.0,3.5457444,3.2888364,3.4410696,2.473684210526316
DB01200,D600131,1,train,4.0,8.0,0.96524,0.1363636363636363,0.1428571428571428,0.0,0.76287895,0.83221316,0.76241004,0.1515151515151515,3.86096,1.0909090909090904,1.1428571428571423,0.0,6.1030316,6.65770528,6.09928032,1.212121212121212
DB00328,D125850,1,train,12.0,3.0,0.53652,0.2727272727272727,0.1549295774647887,0.0,0.8093832,0.76991934,0.80827785,0.2935779816513761,6.43824,0.8181818181818181,0.4647887323943661,0.0,2.4281496,2.30975802,2.42483355,0.8807339449541283
DB00853,D276300,1,train,33.0,5.0,0.21109,0.0,0.4782608695652174,0.0,0.8440358,0.7167654,0.76712763,0.1518987341772152,6.96597,0.0,2.391304347826087,0.0,4.220179,3.583827,3.83563815,0.759493670886076
DB00559,D268220,1,train,3.0,14.0,0.18025,0.0,0.1147540983606557,0.0,0.8052263,0.77290785,0.8635315,0.1241379310344827,0.54075,0.0,1.60655737704918,0.0,11.2731682,10.8207099,12.089441,1.737931034482758
DB00745,D125320,1,train,12.0,6.0,0.41046,0.1666666666666666,0.1746031746031746,0.0,0.6427109,0.88770133,0.90129775,0.4022988505747126,4.92552,0.9999999999999996,1.0476190476190474,0.0,3.8562654,5.32620798,5.4077865,2.413793103448276
DB00630,D247640,1,train,13.0,0.0,0.0,0.0,0.0238095238095238,0.0,0.80193686,0.7828761,0.7016167,0.0983606557377049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00604,D133690,1,train,2.0,5.0,0.16502,0.0,0.1384615384615384,0.0,0.78022176,0.6843622,0.7486866,0.2164179104477611,0.33004,0.0,0.6923076923076921,0.0,3.9011088,3.421811,3.743433,1.0820895522388054
DB00245,D168100,1,train,13.0,2.0,0.46405,0.1764705882352941,0.21875,0.0,0.9314821,0.8479812,0.8081339,0.4022988505747126,6.03265,0.3529411764705882,0.4375,0.0,1.8629642,1.6959624,1.6162678,0.8045977011494252
DB00584,D600263,1,train,6.0,2.0,0.21169,0.0,0.1081081081081081,0.0,0.88046575,0.7140026,0.75819725,0.2162162162162162,1.27014,0.0,0.2162162162162162,0.0,1.7609315,1.4280052,1.5163945,0.4324324324324324
DB00536,D266600,1,train,6.0,2.0,0.29194,0.0,0.0204081632653061,0.0,0.76337457,0.6828856,0.79974955,0.0625,1.75164,0.0,0.0408163265306122,0.0,1.52674914,1.3657712,1.5994991,0.125
DB00181,D190400,1,train,2.0,7.0,0.064814,0.0,0.0526315789473684,0.0,0.79247236,0.7624857,0.7338758,0.1834862385321101,0.129628,0.0,0.3684210526315787,0.0,5.54730652,5.3373999,5.1371306,1.2844036697247707
DB00957,D276300,1,train,33.0,3.0,0.40631,0.2,0.1590909090909091,0.0,0.8536002,0.89035004,0.8751046,0.1940298507462686,13.40823,0.6000000000000001,0.4772727272727273,0.0,2.5608006000000003,2.67105012,2.6253138,0.5820895522388059
DB01244,D276300,1,train,33.0,4.0,0.39954,0.0357142857142857,0.2222222222222222,0.0,0.80541855,0.8326956,0.7791291,0.2945736434108527,13.18482,0.1428571428571428,0.8888888888888888,0.0,3.2216742,3.3307824,3.1165164,1.1782945736434107
DB00408,D125853,1,train,12.0,3.0,0.5926,0.15625,0.125,0.0,0.82876515,0.8285899,0.82126296,0.2142857142857142,7.1112,0.46875,0.375,0.0,2.48629545,2.4857697,2.46378888,0.6428571428571426
DB01217,D145600,1,train,0.0,7.0,0.38871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00163,D230450,1,train,0.0,6.0,0.58685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB01268,D161900,1,train,69.0,1.0,0.27153,0.0,0.2962962962962963,0.0,0.8543086,0.8331958,0.691652,0.2772277227722772,18.73557,0.0,0.2962962962962963,0.0,0.8543086,0.8331958,0.691652,0.2772277227722772
DB00530,D104130,1,train,7.0,0.0,0.0,0.0294117647058823,0.3235294117647059,0.0,0.88285583,0.867318,0.0,0.2074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00277,D600807,1,train,17.0,1.0,0.38905,0.0,0.1489361702127659,0.0,0.87210643,0.9022858,0.8844234,0.2068965517241379,6.61385,0.0,0.1489361702127659,0.0,0.87210643,0.9022858,0.8844234,0.2068965517241379
DB00201,D157300,1,train,21.0,2.0,0.13387,0.0,0.1632653061224489,0.0,0.7897616,0.83446413,0.8218634,0.1739130434782608,2.81127,0.0,0.3265306122448978,0.0,1.5795232,1.66892826,1.6437268,0.3478260869565216
DB00655,D161900,1,train,69.0,1.0,0.27153,0.2857142857142857,0.1860465116279069,0.0,0.86767614,0.8473166,0.7969107,0.4183673469387755,18.73557,0.2857142857142857,0.1860465116279069,0.0,0.86767614,0.8473166,0.7969107,0.4183673469387755
DB00844,D233810,1,train,9.0,0.0,0.0,0.0,0.0303030303030303,0.0,0.8330246,0.80630666,0.8194216,0.1640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00668,D157300,1,train,21.0,1.0,0.75392,0.4545454545454545,0.1029411764705882,0.0,0.8471138,0.8233555,0.8591919,0.1494252873563218,15.83232,0.4545454545454545,0.1029411764705882,0.0,0.8471138,0.8233555,0.8591919,0.1494252873563218
DB00242,D276300,1,train,33.0,3.0,0.11816,0.2222222222222222,0.3333333333333333,0.0,0.87954277,0.7932563,0.87779856,0.6615384615384615,3.89928,0.6666666666666666,1.0,0.0,2.63862831,2.3797689,2.63339568,1.984615384615385
DB00563,D165199,1,train,5.0,5.0,0.14189,0.0,0.1927710843373494,0.0,0.87111926,0.82990104,0.74935997,0.1987951807228915,0.7094499999999999,0.0,0.963855421686747,0.0,4.3555963,4.1495052,3.74679985,0.9939759036144576
DB00489,D156190,1,train,0.0,3.0,0.23664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB01023,D608622,1,train,51.0,4.0,0.27153,0.5384615384615384,0.631578947368421,0.0,0.9740546,0.8882315,0.7361263,0.5494505494505495,13.84803,2.1538461538461537,2.526315789473684,0.0,3.8962184,3.552926,2.9445052,2.197802197802198
DB00035,D304900,1,train,1.0,4.0,0.49872,0.75,0.6176470588235294,0.0,0.7905691,0.6844825,0.772561,0.4447058823529412,0.49872,3.0,2.4705882352941178,0.0,3.1622764,2.73793,3.090244,1.7788235294117647
DB00387,D601682,1,train,7.0,5.0,0.47652,0.0,0.0909090909090909,0.0,0.8112955,0.83209056,0.7816999,0.1682242990654205,3.33564,0.0,0.4545454545454545,0.0,4.0564775,4.1604528,3.9084995,0.8411214953271025
DB00908,D607628,1,train,3.0,9.0,0.78967,0.1363636363636363,0.1428571428571428,0.0,0.7297358,0.83221316,0.76241004,0.1578947368421052,2.36901,1.2272727272727266,1.2857142857142851,0.0,6.567622200000001,7.48991844,6.86169036,1.421052631578947
DB00313,D104130,1,train,7.0,7.0,0.2381,0.0967741935483871,0.2377049180327868,0.0,0.92790544,0.79935783,0.82896096,0.1379310344827586,1.6667,0.6774193548387096,1.6639344262295075,0.0,6.49533808,5.59550481,5.80272672,0.9655172413793102
DB01045,D147530,1,train,59.0,7.0,0.32759,0.3333333333333333,0.0833333333333333,0.0,0.92230463,0.8472575,0.87949884,0.1846153846153846,19.32781,2.333333333333333,0.5833333333333331,0.0,6.45613241,5.9308025,6.15649188,1.2923076923076922
DB00390,D601367,1,train,3.0,0.0,0.0,0.0,0.0181818181818181,0.0,0.67866206,0.763224,0.78960127,0.0680628272251308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB13919,D109350,1,train,10.0,1.0,0.068205,0.0,0.106060606060606,0.0,0.83169746,0.6234506,0.0,0.2413793103448276,0.68205,0.0,0.106060606060606,0.0,0.83169746,0.6234506,0.0,0.2413793103448276
DB00887,D145590,1,train,18.0,0.0,0.0,0.125,0.2564102564102564,0.0,0.9719908,0.822754,0.77498657,0.2736842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00540,D267730,1,train,5.0,11.0,0.47256,0.0833333333333333,0.0679611650485436,0.0,0.79230624,0.88257,0.8439597,0.1818181818181818,2.3628,0.9166666666666664,0.7475728155339796,0.0,8.715368640000001,9.70827,9.2835567,2.0
DB00122,D165720,1,train,14.0,2.0,0.56953,0.0,0.0625,0.0,0.54737043,0.71174073,0.74330693,0.0833333333333333,7.97342,0.0,0.125,0.0,1.09474086,1.42348146,1.48661386,0.1666666666666666
DB00884,D203700,1,train,3.0,9.0,0.3638,0.0,0.0333333333333333,0.0,0.81867087,0.76671004,0.67113376,0.1,1.0914,0.0,0.2999999999999997,0.0,7.36803783,6.900390359999999,6.04020384,0.9
DB00661,D137760,1,train,7.0,4.0,0.38172,0.2727272727272727,0.1805555555555555,0.0,0.74253595,0.8340291,0.82955134,0.1729323308270676,2.67204,1.0909090909090908,0.722222222222222,0.0,2.9701438,3.3361164,3.31820536,0.6917293233082704
DB00273,D308350,1,train,1.0,4.0,0.37603,0.0,0.081967213114754,0.0,0.7400868,0.6594494,0.8500123,0.029585798816568,0.37603,0.0,0.327868852459016,0.0,2.9603472,2.6377976,3.4000492,0.118343195266272
DB00573,D102300,1,train,7.0,6.0,0.37989,0.2222222222222222,0.1153846153846153,0.0,0.82752156,0.8157873,0.85609436,0.2178217821782178,2.65923,1.3333333333333333,0.6923076923076917,0.0,4.96512936,4.8947238,5.13656616,1.3069306930693068
DB00327,D607850,1,train,13.0,8.0,0.77658,0.75,0.3043478260869565,0.0,0.8718843,0.76616323,0.8545819,0.2474226804123711,10.09554,6.0,2.434782608695652,0.0,6.9750744,6.12930584,6.8366552,1.9793814432989687
DB00471,D252320,1,train,10.0,5.0,0.21008,0.0,0.0714285714285714,0.0,0.7964268,0.7833248,0.83594215,0.2152777777777778,2.1008,0.0,0.357142857142857,0.0,3.982134,3.916624,4.17971075,1.0763888888888888
DB01045,D607850,1,train,13.0,7.0,0.77658,0.0,0.072289156626506,0.0,0.8091345,0.800709,0.8183465,0.1288659793814432,10.09554,0.0,0.5060240963855419,0.0,5.6639415,5.604963,5.7284255,0.9020618556701024
DB00987,D310468,1,train,1.0,3.0,0.22216,0.0,0.0,0.0,0.62324053,0.6229661,0.6930484,0.0818181818181818,0.22216,0.0,0.0,0.0,1.86972159,1.8688983,2.0791452,0.2454545454545454
DB01143,D155100,1,train,1.0,2.0,0.23814,0.0,0.0,0.0,0.80154365,0.7584837,0.69463885,0.1192660550458715,0.23814,0.0,0.0,0.0,1.6030873,1.5169674,1.3892777,0.238532110091743
DB00334,D157700,1,train,7.0,1.0,0.27466,0.0967741935483871,0.0983606557377049,0.0,0.85259235,0.909642,0.805993,0.1507537688442211,1.92262,0.0967741935483871,0.0983606557377049,0.0,0.85259235,0.909642,0.805993,0.1507537688442211
DB00514,D273300,1,train,3.0,7.0,0.34535,0.0,0.0517241379310344,0.0,0.81986976,0.8311618,0.75156635,0.146551724137931,1.03605,0.0,0.3620689655172407,0.0,5.7390883200000005,5.818132599999999,5.26096445,1.025862068965517
DB00216,D607498,1,train,0.0,5.0,0.96381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00883,D167320,1,train,5.0,3.0,0.23028,0.0,0.1020408163265306,0.0,0.73202914,0.87703586,0.7718783,0.0357142857142857,1.1514,0.0,0.3061224489795918,0.0,2.19608742,2.63110758,2.3156349,0.1071428571428571
DB00350,D109100,1,train,6.0,1.0,0.0,0.0,0.024390243902439,0.0,0.863045,0.76931643,0.7649852,0.1827956989247312,0.0,0.0,0.024390243902439,0.0,0.863045,0.76931643,0.7649852,0.1827956989247312
DB00181,D143100,1,train,1.0,7.0,0.28681,0.0,0.0,0.0,0.6268508,0.6870307,0.0,0.1290322580645161,0.28681,0.0,0.0,0.0,4.387955600000001,4.8092149,0.0,0.9032258064516128
DB00160,D261515,1,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00419,D104130,1,train,7.0,5.0,0.094949,0.0,0.0192307692307692,0.0,0.79345524,0.84016585,0.7481781,0.1379310344827586,0.6646430000000001,0.0,0.096153846153846,0.0,3.9672762,4.20082925,3.7408905,0.6896551724137929
DB00222,D125850,1,train,12.0,3.0,0.89132,0.0,0.2272727272727272,0.0,0.8795455,0.7958033,0.7620491,0.2016129032258064,10.69584,0.0,0.6818181818181817,0.0,2.6386365,2.3874099,2.2861473,0.6048387096774193
DB00744,D143465,1,train,12.0,3.0,0.07328,0.0434782608695652,0.1666666666666666,0.0,0.8062085,0.8215462,0.8552702,0.3013698630136986,0.8793599999999999,0.1304347826086956,0.4999999999999998,0.0,2.4186255,2.4646386,2.5658106,0.9041095890410958
DB01410,D212110,1,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB01238,D161900,1,train,69.0,2.0,0.17725,0.5098039215686274,0.4337349397590361,0.0,0.9284469,0.90024436,0.7687268,0.3050847457627119,12.23025,1.0196078431372548,0.8674698795180722,0.0,1.8568938,1.80048872,1.5374536,0.6101694915254238
DB00956,D131200,1,train,8.0,2.0,0.21947,0.0,0.1384615384615384,0.0,0.83681566,0.8656,0.7974138,0.1531531531531531,1.75576,0.0,0.2769230769230768,0.0,1.67363132,1.7312,1.5948276,0.3063063063063062
DB00813,D607850,1,train,13.0,5.0,0.77658,0.75,0.3043478260869565,0.1666666666666666,0.88808244,0.9132002,0.8542061,0.2547169811320754,10.09554,3.75,1.5217391304347825,0.833333333333333,4.4404122,4.566001,4.2710305,1.273584905660377
DB01210,D137760,1,train,7.0,0.0,0.0,1.0,0.425,0.0,0.8967936,0.8440554,0.87608093,0.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00434,D600351,1,train,15.0,4.0,0.22604,0.2727272727272727,0.2698412698412698,0.0,0.9174275,0.8690345,0.7742063,0.2386363636363636,3.3906,1.0909090909090908,1.0793650793650793,0.0,3.66971,3.476138,3.0968252,0.9545454545454544
DB00246,D137580,1,train,1.0,1.0,0.3557,0.0,0.0707070707070707,0.0,0.75747174,0.78976333,0.7815166,0.056910569105691,0.3557,0.0,0.0707070707070707,0.0,0.75747174,0.78976333,0.7815166,0.056910569105691
DB01099,D137215,1,train,3.0,3.0,0.41102,0.0,0.1052631578947368,0.0,0.77192575,0.7356748,0.79017043,0.0987654320987654,1.23306,0.0,0.3157894736842104,0.0,2.31577725,2.2070244,2.37051129,0.2962962962962961
DB00687,D161900,1,train,69.0,1.0,0.38439,0.5,0.3636363636363636,0.0,0.85039943,0.87048805,0.8499543,0.5102040816326531,26.52291,0.5,0.3636363636363636,0.0,0.85039943,0.87048805,0.8499543,0.5102040816326531
DB00564,D188050,1,train,3.0,0.0,0.0,0.0,0.1057692307692307,0.0,0.8323331,0.7857588,0.8448405,0.2336448598130841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00603,D304790,1,train,7.0,0.0,0.0,0.0,0.0483870967741935,0.0,0.85293496,0.88300794,0.83997214,0.1573604060913705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB01072,D223350,1,train,9.0,5.0,0.3552,0.0,0.1388888888888889,0.0,0.80679995,0.77693987,0.84314597,0.2531645569620253,3.1968,0.0,0.6944444444444444,0.0,4.03399975,3.88469935,4.21572985,1.2658227848101264
DB00448,D601682,1,train,7.0,1.0,0.47652,0.0,0.1875,0.0,0.8060842,0.8062957,0.81130457,0.2314814814814814,3.33564,0.0,0.1875,0.0,0.8060842,0.8062957,0.81130457,0.2314814814814814
DB00337,D304790,1,train,7.0,2.0,0.21169,0.0,0.1578947368421052,0.0,0.7298039,0.88300794,0.7896668,0.1573604060913705,1.48183,0.0,0.3157894736842104,0.0,1.4596078,1.76601588,1.5793336,0.314720812182741
DB01577,D601665,1,train,5.0,1.0,0.22348,0.5,0.6111111111111112,0.0,0.84408534,0.8933089,0.7594144,0.6388888888888888,1.1174,0.5,0.6111111111111112,0.0,0.84408534,0.8933089,0.7594144,0.6388888888888888
DB01576,D143465,1,train,12.0,3.0,0.13142,0.5555555555555556,0.6,0.0,0.9772001,0.8894764,0.8229723,1.0,1.5770400000000002,1.6666666666666667,1.7999999999999998,0.0,2.9316003,2.6684292,2.4689169,3.0
DB00583,D146255,1,train,14.0,1.0,0.2703,0.0,0.0416666666666666,0.0,0.87993026,0.7499481,0.83445674,0.1044776119402985,3.7842,0.0,0.0416666666666666,0.0,0.87993026,0.7499481,0.83445674,0.1044776119402985
DB01677,D276300,1,train,33.0,1.0,0.12986,0.0,0.0434782608695652,0.0,0.29585215,0.81504524,0.0,0.0833333333333333,4.28538,0.0,0.0434782608695652,0.0,0.29585215,0.81504524,0.0,0.0833333333333333
DB00674,D174800,1,train,1.0,1.0,0.31301,0.0,0.0869565217391304,0.0,0.7181378,0.5626689,0.6841786,0.1166666666666666,0.31301,0.0,0.0869565217391304,0.0,0.7181378,0.5626689,0.6841786,0.1166666666666666
DB00492,D168100,1,train,13.0,0.0,0.0,0.2,0.68,0.0,0.9005456,1.0000002,0.90331554,0.2051282051282051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00715,D208550,1,train,26.0,1.0,0.38905,0.3636363636363636,0.2957746478873239,0.0,0.8766037,0.8421935,0.84099185,0.1875,10.1153,0.3636363636363636,0.2957746478873239,0.0,0.8766037,0.8421935,0.84099185,0.1875
DB00285,D143465,1,train,12.0,4.0,0.15621,0.1818181818181818,0.3611111111111111,0.0,0.8752805,0.89680624,0.8229723,0.19,1.87452,0.7272727272727272,1.4444444444444444,0.0,3.501122,3.58722496,3.2918892,0.76
DB00939,D107320,1,train,0.0,6.0,0.37058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB01132,D167320,1,train,5.0,1.0,0.22059,0.0,0.0985915492957746,0.0,0.7152544,0.77216023,0.82062054,0.2105263157894736,1.10295,0.0,0.0985915492957746,0.0,0.7152544,0.77216023,0.82062054,0.2105263157894736
DB00995,D165199,1,train,5.0,11.0,0.35066,0.0,0.0384615384615384,0.0,0.7851612,0.7495473,0.66502863,0.0797546012269938,1.7533,0.0,0.4230769230769224,0.0,8.6367732,8.2450203,7.31531493,0.8773006134969317
DB00324,D608622,1,train,51.0,1.0,0.27153,1.0,0.6666666666666666,0.0,0.87129027,0.9094913,0.80741644,0.5638297872340425,13.84803,1.0,0.6666666666666666,0.0,0.87129027,0.9094913,0.80741644,0.5638297872340425
DB00396,D601665,1,train,5.0,2.0,0.20333,0.0,0.1466666666666666,0.0,0.6720453,0.6541086,0.7594144,0.140625,1.01665,0.0,0.2933333333333332,0.0,1.3440906,1.3082172,1.5188288,0.28125
DB01244,D176807,1,train,9.0,4.0,0.2089,0.0769230769230769,0.2045454545454545,0.0,0.83942205,0.8565117,0.80090654,0.2201834862385321,1.8801,0.3076923076923076,0.818181818181818,0.0,3.3576882,3.4260468,3.20362616,0.8807339449541284
DB01177,D247640,1,train,13.0,5.0,0.28838,0.0,0.2857142857142857,0.0,0.8106228,0.88074857,0.8551841,0.2085308056872037,3.74894,0.0,1.4285714285714284,0.0,4.053114,4.40374285,4.2759205,1.0426540284360184
DB00321,D168100,1,train,13.0,1.0,0.46405,0.1142857142857142,0.1604938271604938,0.0,0.85660297,0.8840494,0.86667454,0.25,6.03265,0.1142857142857142,0.1604938271604938,0.0,0.85660297,0.8840494,0.86667454,0.25
DB00393,D600807,1,train,17.0,0.0,0.0,0.2285714285714285,0.1904761904761904,0.0,0.7694175,0.8921058,0.8016202,0.1862068965517241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00537,D600808,1,train,2.0,5.0,0.99992,0.0625,0.0350877192982456,0.0,0.7310125,0.61638606,0.7378632,0.1951219512195122,1.99984,0.3125,0.175438596491228,0.0,3.6550625,3.0819303,3.689316,0.975609756097561
DB00363,D109350,1,train,10.0,2.0,0.068205,0.3636363636363636,0.4868421052631579,0.0,0.8908311,0.8660879,0.7594366,0.1985294117647058,0.68205,0.7272727272727272,0.9736842105263158,0.0,1.7816622,1.7321758,1.5188732,0.3970588235294116
DB00476,D145590,1,train,18.0,0.0,0.0,0.2,0.3114754098360656,0.0,0.9127546,0.8319725,0.876874,0.2242990654205607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB01008,D607850,1,train,13.0,4.0,0.77658,0.0,0.125,0.0,0.8350594,0.800709,0.81873536,0.0816326530612244,10.09554,0.0,0.5,0.0,3.3402376,3.202836,3.27494144,0.3265306122448976
DB00248,D600634,1,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00596,D110100,1,train,5.0,3.0,0.27466,0.0,0.0175438596491228,0.0,0.771561,0.8394728,0.8204556,0.136150234741784,1.3733,0.0,0.0526315789473684,0.0,2.314683,2.5184184,2.4613668,0.408450704225352
DB00508,D608088,1,train,9.0,0.0,0.0,0.2857142857142857,0.1764705882352941,0.0,0.87470126,0.87808317,0.87282544,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00996,D194070,1,train,2.0,12.0,0.39973,0.0,0.0595238095238095,0.0,0.8367704,0.79280776,0.82569915,0.1134020618556701,0.79946,0.0,0.714285714285714,0.0,10.0412448,9.51369312,9.9083898,1.3608247422680413
DB00995,D147530,1,train,59.0,11.0,0.1547,0.0,0.1212121212121212,0.0,0.8864976,0.81234527,0.7747004,0.1354838709677419,9.1273,0.0,1.3333333333333333,0.0,9.7514736,8.93579797,8.521704399999999,1.4903225806451608
DB01064,D600496,1,train,11.0,3.0,0.89132,0.0285714285714285,0.064516129032258,0.0,0.8892509,0.83539695,0.79527014,0.1585365853658536,9.80452,0.0857142857142855,0.1935483870967739,0.0,2.6677527,2.5061908500000003,2.38581042,0.4756097560975608
DB01221,D266600,1,train,6.0,4.0,0.66235,0.0232558139534883,0.1515151515151515,0.0,0.822118,0.8460996,0.84400904,0.25,3.9741,0.0930232558139532,0.606060606060606,0.0,3.288472,3.3843984,3.37603616,1.0
DB00741,D600807,1,train,17.0,1.0,0.38905,1.0,0.5652173913043478,0.0,0.88113785,0.99999976,0.8690107,0.4144144144144144,6.61385,1.0,0.5652173913043478,0.0,0.88113785,0.99999976,0.8690107,0.4144144144144144
DB00315,D147530,1,train,59.0,2.0,0.14811,0.75,0.75,0.0,0.85791606,0.74799,0.8548553,0.5128205128205128,8.738489999999999,1.5,1.5,0.0,1.71583212,1.49598,1.7097106,1.0256410256410255
DB00619,D151590,1,train,5.0,10.0,0.20984,0.0,0.0958904109589041,0.0,0.83744127,0.8275442,0.91382855,0.2111111111111111,1.0492,0.0,0.958904109589041,0.0,8.3744127,8.275442,9.1382855,2.111111111111111
DB00412,D168100,1,train,13.0,2.0,0.41046,0.0909090909090909,0.1746031746031746,0.0,0.7996007,0.757943,0.8081339,0.2429906542056074,5.33598,0.1818181818181818,0.3492063492063492,0.0,1.5992014,1.515886,1.6162678,0.4859813084112148
DB00898,D147530,1,train,59.0,0.0,0.0,0.2727272727272727,0.1506849315068493,0.0,0.6952118,0.8342502,0.8109357,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB01086,D178600,1,train,4.0,3.0,0.20847,0.0,0.0779220779220779,0.0,0.71457916,0.63892263,0.71817577,0.1818181818181818,0.83388,0.0,0.2337662337662337,0.0,2.14373748,1.91676789,2.15452731,0.5454545454545454
DB00366,D192000,1,train,5.0,2.0,0.21947,0.0,0.0714285714285714,0.0,0.8047954,0.84533817,0.75843835,0.081081081081081,1.09735,0.0,0.1428571428571428,0.0,1.6095908,1.69067634,1.5168767,0.162162162162162
DB00754,D604416,1,train,13.0,4.0,0.22832,0.0,0.075,0.0,0.8865963,0.8718995,0.8084465,0.2061855670103092,2.96816,0.0,0.3,0.0,3.5463852,3.487598,3.233786,0.8247422680412368
DB00195,D137750,1,train,8.0,2.0,0.11423,1.0,0.6578947368421053,0.0,0.8954675,0.89589787,0.86317736,0.3368421052631579,0.91384,2.0,1.3157894736842106,0.0,1.790935,1.79179574,1.72635472,0.6736842105263158
DB00213,D109350,1,train,10.0,1.0,0.068205,0.0,0.1470588235294117,0.0,0.79055333,0.7422824,0.8660384,0.173076923076923,0.68205,0.0,0.1470588235294117,0.0,0.79055333,0.7422824,0.8660384,0.173076923076923
DB00775,D267740,1,train,3.0,9.0,0.57964,0.0,0.064516129032258,0.0,0.83136386,0.7715939,0.8293926,0.1818181818181818,1.7389200000000002,0.0,0.580645161290322,0.0,7.482274739999999,6.9443451000000005,7.4645334,1.6363636363636362
DB01003,D187950,1,train,0.0,4.0,0.32952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00343,D200170,1,train,10.0,1.0,0.081461,0.0,0.1710526315789473,0.0,0.8007816,0.7190845,0.86364836,0.2162162162162162,0.8146100000000001,0.0,0.1710526315789473,0.0,0.8007816,0.7190845,0.86364836,0.2162162162162162
DB01070,D109100,1,train,6.0,0.0,0.0,0.0,0.0,0.0,0.46620503,0.76931643,0.7486338,0.1037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00544,D252320,1,train,10.0,1.0,0.1691,1.0,0.425,0.0,0.8977733,0.8132819,0.8525622,0.1375,1.691,1.0,0.425,0.0,0.8977733,0.8132819,0.8525622,0.1375
DB00572,D607850,1,train,13.0,4.0,0.77658,0.7777777777777778,0.4565217391304347,0.0,0.85835123,0.85516584,0.8545819,0.618421052631579,10.09554,3.111111111111111,1.8260869565217388,0.0,3.43340492,3.42066336,3.4183276,2.473684210526316
DB00598,D102500,1,train,11.0,3.0,0.13713,0.0,0.0943396226415094,0.0,0.8477466,0.7505323,0.7941396,0.2736842105263158,1.50843,0.0,0.2830188679245282,0.0,2.5432398000000003,2.2515969,2.3824188,0.8210526315789475
DB00270,D608622,1,train,51.0,2.0,0.27153,0.5384615384615384,0.631578947368421,0.0,0.9740546,0.837979,0.78565747,0.5494505494505495,13.84803,1.0769230769230769,1.263157894736842,0.0,1.9481092,1.675958,1.57131494,1.098901098901099
DB00604,D607459,1,train,15.0,5.0,0.13814,0.0,0.1384615384615384,0.0,0.79965824,0.6970131,0.86307603,0.2434210526315789,2.0721000000000003,0.0,0.6923076923076921,0.0,3.9982912,3.4850655,4.31538015,1.2171052631578945
DB00215,D182830,1,train,1.0,8.0,0.22198,0.0,0.0377358490566037,0.0,0.7283109,0.7269501,0.73340416,0.0786516853932584,0.22198,0.0,0.3018867924528296,0.0,5.8264872,5.8156008,5.86723328,0.6292134831460672
