drugID,diseaseID,label,split,count_drug,count_disease,q_score_PS,p_score_Target,p_score_Category,p_score_Conditions,p_score_Description,p_score_Mechanism,p_score_Pharmacodynamics,p_score_Smile,adj_q_score_PS,adj_p_score_Target,adj_p_score_Category,adj_p_score_Conditions,adj_p_score_Description,adj_p_score_Mechanism,adj_p_score_Pharmacodynamics,adj_p_score_Smile,coverage_count,num_preds
DB00734,D137215,0,train,4.0,3.0,0.45109,0.0,0.1147540983606557,0.0,0.80548435,0.730085,0.8707088,0.136986301369863,1.80436,0.0,0.3442622950819671,0.0,2.41645305,2.190255,2.6121264,0.410958904109589,5,0
DB01367,D607631,0,train,4.0,1.0,0.081676,0.0,0.2,0.0,0.8934133,0.79295397,0.69436383,0.128440366972477,0.326704,0.0,0.2,0.0,0.8934133,0.79295397,0.69436383,0.128440366972477,5,0
DB00564,D150699,0,train,1.0,1.0,0.046295,0.0,0.0105263157894736,0.0,0.72822446,0.5536154,0.76446015,0.1052631578947368,0.046295,0.0,0.0105263157894736,0.0,0.72822446,0.5536154,0.76446015,0.1052631578947368,5,0
DB00755,D166710,0,train,6.0,1.0,0.0,0.0,0.0980392156862745,0.0,0.8405159,0.81153375,0.7779981,0.0769230769230769,0.0,0.0,0.0980392156862745,0.0,0.8405159,0.81153375,0.7779981,0.0769230769230769,5,0
DB01167,D273300,0,train,4.0,1.0,0.20578,0.0,0.0422535211267605,0.0,0.85099405,0.7535259,0.74110377,0.1363636363636363,0.82312,0.0,0.0422535211267605,0.0,0.85099405,0.7535259,0.74110377,0.1363636363636363,5,0
DB00335,D607459,0,train,16.0,1.0,0.076986,0.0,0.1833333333333333,0.0,0.8576779,0.82581466,0.90253174,0.2241379310344827,1.231776,0.0,0.1833333333333333,0.0,0.8576779,0.82581466,0.90253174,0.2241379310344827,5,0
DB00734,D134750,0,train,1.0,3.0,0.0,0.0,0.0298507462686567,0.0,0.61845565,0.81277394,0.62361795,0.1015625,0.0,0.0,0.0895522388059701,0.0,1.85536695,2.43832182,1.87085385,0.3046875,5,0
DB00178,D181460,0,train,1.0,2.0,0.021984,0.0,0.0476190476190476,0.0,0.69263375,0.8219886,0.7619033,0.1809523809523809,0.021984,0.0,0.0952380952380952,0.0,1.3852675,1.6439772,1.5238066,0.3619047619047618,5,0
DB00806,D134500,0,train,0.0,4.0,0.13126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB00482,D240400,0,train,1.0,2.0,0.15132,0.0,0.0151515151515151,0.0,0.5706101,0.6775114,0.7245114,0.0408163265306122,0.15132,0.0,0.0303030303030302,0.0,1.1412202,1.3550228,1.4490228,0.0816326530612244,5,0
DB00491,D165720,0,train,15.0,3.0,0.12441,0.0,0.2272727272727272,0.0,0.7696961,0.86970246,0.8159092,0.1973684210526315,1.86615,0.0,0.6818181818181817,0.0,2.3090883,2.60910738,2.4477276,0.5921052631578945,5,0
DB01001,D126200,0,train,10.0,1.0,0.25363,1.0,0.1272727272727272,0.0,0.87747425,0.80313313,0.827649,0.3636363636363636,2.5363,1.0,0.1272727272727272,0.0,0.87747425,0.80313313,0.827649,0.3636363636363636,5,0
DB01041,D604827,0,train,2.0,3.0,0.095234,0.0,0.0333333333333333,0.0,0.68715876,0.7622973,0.77404195,0.1311475409836065,0.190468,0.0,0.0999999999999999,0.0,2.06147628,2.2868919,2.32212585,0.3934426229508195,5,0
DB00544,D114480,0,train,14.0,2.0,0.16818,0.0,0.2075471698113207,0.0,0.8811326,0.83807325,0.8473576,0.0925925925925925,2.35452,0.0,0.4150943396226414,0.0,1.7622652,1.6761465,1.6947152,0.185185185185185,5,0
DB01124,D602068,0,train,2.0,1.0,0.0,0.0,0.1162790697674418,0.0,0.80559444,0.8056417,0.8126529,0.1401869158878504,0.0,0.0,0.1162790697674418,0.0,0.80559444,0.8056417,0.8126529,0.1401869158878504,5,0
DB00678,D231200,0,train,4.0,1.0,0.15945,0.0,0.22,0.0,0.8802082,0.74890965,0.78195035,0.2279411764705882,0.6378,0.0,0.22,0.0,0.8802082,0.74890965,0.78195035,0.2279411764705882,5,0
DB00277,D119500,0,train,1.0,2.0,0.1203,0.0,0.0833333333333333,0.0,0.6612565,0.66923386,0.520594,0.0847457627118644,0.1203,0.0,0.1666666666666666,0.0,1.322513,1.33846772,1.041188,0.1694915254237288,5,0
DB01192,D174800,0,train,2.0,2.0,0.22475,0.0,0.2195121951219512,0.0,0.7298836,0.65930414,0.79622406,0.2842105263157894,0.4495,0.0,0.4390243902439024,0.0,1.4597672,1.31860828,1.59244812,0.5684210526315788,5,0
DB00983,D601665,0,train,6.0,6.0,0.21981,0.0,0.135593220338983,0.0,0.7554038,0.79131955,0.7958796,0.2317073170731707,1.31886,0.0,0.8135593220338979,0.0,4.5324228,4.7479173,4.7752776,1.390243902439024,5,0
DB01189,D132090,0,train,0.0,1.0,0.10713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB00457,D212050,0,train,3.0,4.0,0.090611,0.0,0.027027027027027,0.0,0.84306675,0.8044827,0.77739143,0.2459016393442623,0.271833,0.0,0.108108108108108,0.0,3.372267,3.2179308,3.10956572,0.9836065573770492,5,0
DB00374,D144010,0,train,8.0,1.0,0.058916,0.3333333333333333,0.6296296296296297,0.0,0.8707491,0.8178942,0.83150387,0.3423423423423423,0.471328,0.3333333333333333,0.6296296296296297,0.0,0.8707491,0.8178942,0.83150387,0.3423423423423423,5,0
DB00264,D237500,0,train,1.0,6.0,0.10102,0.0,0.0857142857142857,0.0,0.80338717,0.7431748,0.75116336,0.1956521739130435,0.10102,0.0,0.5142857142857142,0.0,4.82032302,4.4590488,4.50698016,1.173913043478261,5,0
DB01128,D212110,0,train,1.0,3.0,0.0,0.0,0.0784313725490196,0.0,0.5872962,0.7453822,0.74065846,0.0751445086705202,0.0,0.0,0.2352941176470588,0.0,1.7618886000000002,2.2361466,2.22197538,0.2254335260115605,5,0
DB00199,D607682,0,train,5.0,1.0,0.0,0.125,0.1261261261261261,0.0,0.70398545,0.6775455,0.75264174,0.1122448979591836,0.0,0.125,0.1261261261261261,0.0,0.70398545,0.6775455,0.75264174,0.1122448979591836,5,0
DB01217,D212050,0,train,3.0,8.0,0.20042,0.0,0.1129032258064516,0.0,0.70618796,0.8035594,0.7339016,0.1044776119402985,0.6012599999999999,0.0,0.9032258064516128,0.0,5.64950368,6.4284752,5.8712128,0.835820895522388,5,0
DB00933,D153880,0,train,2.0,4.0,0.2424,0.2,0.1636363636363636,0.0,0.83541906,0.8662854,0.7046282,0.1025641025641025,0.4848,0.8,0.6545454545454544,0.0,3.34167624,3.4651416,2.8185128,0.41025641025641,5,0
DB00871,D308205,0,train,2.0,1.0,0.065472,0.0,0.0465116279069767,0.0,0.8139841,0.79327935,0.78820586,0.0869565217391304,0.130944,0.0,0.0465116279069767,0.0,0.8139841,0.79327935,0.78820586,0.0869565217391304,5,0
DB00710,D176807,0,train,10.0,5.0,0.12167,0.0,0.0555555555555555,0.0,0.7572895,0.61884785,0.8172563,0.08,1.2167,0.0,0.2777777777777774,0.0,3.7864475,3.09423925,4.0862815,0.4,5,0
DB01173,D188050,0,train,4.0,9.0,0.29897,0.0555555555555555,0.1518987341772152,0.0,0.85013205,0.81665754,0.81636745,0.2823529411764706,1.19588,0.4999999999999994,1.3670886075949369,0.0,7.65118845,7.34991786,7.347307049999999,2.541176470588235,5,0
DB00126,D601367,0,train,4.0,3.0,0.25756,0.0,0.06,0.0,0.7040916,0.73045534,0.74700886,0.0681818181818181,1.03024,0.0,0.18,0.0,2.1122748,2.19136602,2.24102658,0.2045454545454542,5,0
DB01240,D254800,0,train,1.0,2.0,0.1418,0.0,0.0285714285714285,0.0,0.7051586,0.70115995,0.61403847,0.0675675675675675,0.1418,0.0,0.057142857142857,0.0,1.4103172,1.4023199,1.22807694,0.135135135135135,5,0
DB00717,D121200,0,train,0.0,1.0,0.11542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB00583,D208920,0,train,2.0,2.0,0.24919,0.0,0.0555555555555555,0.0,0.69873893,0.7395711,0.75066394,0.1276595744680851,0.49838,0.0,0.111111111111111,0.0,1.39747786,1.4791422,1.50132788,0.2553191489361702,5,0
DB00213,D601626,0,train,9.0,2.0,0.074196,0.0,0.0847457627118644,0.0,0.86391234,0.72195804,0.82036,0.2119205298013245,0.667764,0.0,0.1694915254237288,0.0,1.72782468,1.44391608,1.64072,0.423841059602649,5,0
DB00555,D131440,0,train,1.0,2.0,0.087087,0.0238095238095238,0.1,0.0,0.77555966,0.7332916,0.71143967,0.0693069306930693,0.087087,0.0476190476190476,0.2,0.0,1.55111932,1.4665832,1.42287934,0.1386138613861386,5,0
DB00906,D220120,0,train,1.0,1.0,0.10146,0.0,0.0,0.0,0.3773342,0.6838032,0.535578,0.0851063829787234,0.10146,0.0,0.0,0.0,0.3773342,0.6838032,0.535578,0.0851063829787234,5,0
DB00651,D114550,0,train,1.0,1.0,0.050681,0.0,0.1052631578947368,0.0,0.47927552,0.8099045,0.6682526,0.0833333333333333,0.050681,0.0,0.1052631578947368,0.0,0.47927552,0.8099045,0.6682526,0.0833333333333333,5,0
DB01248,D166710,0,train,6.0,3.0,0.087376,0.0,0.1,0.0,0.92285025,0.8053682,0.8172307,0.1186440677966101,0.5242559999999999,0.0,0.3,0.0,2.76855075,2.4161046,2.4516921,0.3559322033898303,5,0
DB00331,D607685,0,train,1.0,3.0,0.30422,0.0,0.0222222222222222,0.0,0.7798463,0.71847445,0.74547887,0.036144578313253,0.30422,0.0,0.0666666666666666,0.0,2.3395389,2.15542335,2.23643661,0.108433734939759,5,0
DB00382,D121201,0,train,2.0,4.0,0.20813,0.0,0.1454545454545454,0.0,0.8337872,0.8817433,0.8492151,0.1477272727272727,0.41626,0.0,0.5818181818181816,0.0,3.3351488,3.5269732,3.3968604,0.5909090909090908,5,0
DB01068,D604278,0,train,1.0,2.0,0.099249,0.0,0.0,0.0,0.5939024,0.6404325,0.6335141,0.0144927536231884,0.099249,0.0,0.0,0.0,1.1878048,1.280865,1.2670282,0.0289855072463768,5,0
DB00661,D237500,0,train,1.0,5.0,0.21634,0.0,0.0898876404494382,0.0,0.62993604,0.75581074,0.69747317,0.184,0.21634,0.0,0.449438202247191,0.0,3.1496802,3.7790537,3.48736585,0.92,5,0
DB01214,D208230,0,train,16.0,3.0,0.15348,0.0,0.2456140350877192,0.0,0.8463478,0.8861491,0.7778211,0.1505376344086021,2.45568,0.0,0.7368421052631576,0.0,2.5390434,2.6584473,2.3334633,0.4516129032258063,5,0
DB00545,D143880,0,train,5.0,1.0,0.094825,0.0,0.0652173913043478,0.0,0.8291416,0.82445586,0.7522523,0.1071428571428571,0.474125,0.0,0.0652173913043478,0.0,0.8291416,0.82445586,0.7522523,0.1071428571428571,5,0
DB00241,D165720,0,train,15.0,1.0,0.095923,0.037037037037037,0.1162790697674418,0.0,0.8754277,0.82412976,0.8322422,0.1234567901234567,1.438845,0.037037037037037,0.1162790697674418,0.0,0.8754277,0.82412976,0.8322422,0.1234567901234567,5,0
DB00215,D220120,0,train,1.0,9.0,0.31947,0.0,0.0,0.0,0.46951917,0.6500236,0.5514094,0.0421052631578947,0.31947,0.0,0.0,0.0,4.22567253,5.8502124,4.9626846,0.3789473684210523,5,0
DB00882,D190400,0,train,3.0,3.0,0.0,0.0,0.0327868852459016,0.0,0.72935444,0.7118025,0.8089107,0.1629213483146067,0.0,0.0,0.0983606557377048,0.0,2.1880633200000004,2.1354075,2.4267321,0.4887640449438201,5,0
DB00731,D181460,0,train,1.0,1.0,0.0,0.0909090909090909,0.106060606060606,0.0,0.7942494,0.7268045,0.55288243,0.2839506172839506,0.0,0.0909090909090909,0.106060606060606,0.0,0.7942494,0.7268045,0.55288243,0.2839506172839506,5,0
DB01133,D606842,0,train,1.0,3.0,0.1605,0.0,0.0,0.0,0.7461174,0.6380626,0.63599527,0.126865671641791,0.1605,0.0,0.0,0.0,2.2383522,1.9141878,1.90798581,0.380597014925373,5,0
DB00953,D247640,0,train,14.0,2.0,0.019506,0.0344827586206896,0.1375,0.0,0.7765116,0.79102254,0.81860054,0.180327868852459,0.273084,0.0689655172413792,0.275,0.0,1.5530232,1.58204508,1.63720108,0.360655737704918,5,0
DB00868,D254500,0,train,9.0,3.0,0.25922,0.0,0.0869565217391304,0.0,0.8195197,0.7729746,0.8023915,0.0984455958549222,2.33298,0.0,0.2608695652173912,0.0,2.4585591,2.3189238,2.4071745,0.2953367875647666,5,0
DB00180,D236000,0,train,15.0,2.0,0.2668,1.0,0.3859649122807017,0.0,0.8855705,0.91421187,0.7916495,0.3947368421052631,4.002,2.0,0.7719298245614034,0.0,1.771141,1.82842374,1.583299,0.7894736842105262,5,0
DB00454,D240400,0,train,1.0,4.0,0.16915,0.0,0.0,0.0,0.50938094,0.73537946,0.69267315,0.0379746835443038,0.16915,0.0,0.0,0.0,2.03752376,2.94151784,2.7706926,0.1518987341772152,5,0
DB00533,D166710,0,train,6.0,2.0,0.11865,0.2,0.05,0.0,0.854273,0.80540144,0.6647998,0.173469387755102,0.7119,0.4,0.1,0.0,1.708546,1.61080288,1.3295996,0.346938775510204,5,0
DB01202,D165199,0,train,6.0,5.0,0.17752,0.0,0.1515151515151515,0.0,0.93407464,0.8452534,0.79202247,0.1320754716981132,1.06512,0.0,0.7575757575757575,0.0,4.6703732,4.226267,3.96011235,0.660377358490566,5,0
DB00535,D600807,0,train,18.0,3.0,0.13562,0.0,0.0769230769230769,0.0,0.71605074,0.7954286,0.72807986,0.1956521739130435,2.44116,0.0,0.2307692307692307,0.0,2.14815222,2.3862858,2.18423958,0.5869565217391305,5,0
DB01017,D261515,0,train,1.0,1.0,0.099555,0.0,0.0,0.0,0.47500604,0.67826366,0.45210364,0.0638297872340425,0.099555,0.0,0.0,0.0,0.47500604,0.67826366,0.45210364,0.0638297872340425,5,0
DB00949,D607685,0,train,1.0,1.0,0.16204,0.0,0.0862068965517241,0.0,0.8220658,0.67117286,0.6377542,0.1326530612244898,0.16204,0.0,0.0862068965517241,0.0,0.8220658,0.67117286,0.6377542,0.1326530612244898,5,0
DB00555,D607685,0,train,1.0,2.0,0.09083,0.0238095238095238,0.1,0.0,0.77555966,0.7332916,0.71143967,0.0693069306930693,0.09083,0.0476190476190476,0.2,0.0,1.55111932,1.4665832,1.42287934,0.1386138613861386,5,0
DB00342,D602522,0,train,1.0,2.0,0.28475,0.0,0.0784313725490196,0.0,0.7463046,0.67486215,0.6690457,0.1234567901234567,0.28475,0.0,0.1568627450980392,0.0,1.4926092,1.3497243,1.3380914,0.2469135802469134,5,0
DB00881,D188050,0,train,4.0,1.0,0.025456,0.0,0.0588235294117647,0.0,0.84294593,0.69851625,0.66007197,0.273972602739726,0.101824,0.0,0.0588235294117647,0.0,0.84294593,0.69851625,0.66007197,0.273972602739726,5,0
DB01235,D254200,0,train,5.0,2.0,0.1263,0.0,0.0909090909090909,0.0,0.71555746,0.78722966,0.8061171,0.2162162162162162,0.6315,0.0,0.1818181818181818,0.0,1.43111492,1.57445932,1.6122342,0.4324324324324324,5,0
DB04844,D608088,0,train,10.0,4.0,0.13291,0.1666666666666666,0.1851851851851851,0.0,0.8281604,0.9201411,0.5743281,0.1538461538461538,1.3291,0.6666666666666664,0.7407407407407404,0.0,3.3126416,3.6805644,2.2973124,0.6153846153846152,5,0
DB00240,D127350,0,train,1.0,1.0,0.099705,0.0,0.0,0.0,0.8229518,0.76477027,0.5773973,0.1769911504424778,0.099705,0.0,0.0,0.0,0.8229518,0.76477027,0.5773973,0.1769911504424778,5,0
DB00921,D125320,0,train,13.0,3.0,0.15184,0.0,0.1486486486486486,0.0,0.8367611,0.889254,0.80737555,0.1333333333333333,1.97392,0.0,0.4459459459459458,0.0,2.5102833,2.667762,2.42212665,0.3999999999999999,5,0
DB00883,D119500,0,train,1.0,4.0,0.38835,0.0,0.0,0.0,0.711924,0.53976303,0.59850776,0.0378787878787878,0.38835,0.0,0.0,0.0,2.847696,2.15905212,2.39403104,0.1515151515151512,5,0
DB01175,D194070,0,train,3.0,1.0,0.038638,0.56,0.3333333333333333,0.0,0.8745534,0.7697605,0.7635398,0.1981132075471698,0.1159139999999999,0.56,0.3333333333333333,0.0,0.8745534,0.7697605,0.7635398,0.1981132075471698,5,0
DB00630,D145100,0,train,1.0,1.0,0.0,0.0,0.0,0.0,0.71326685,0.6375454,0.64025354,0.0410958904109589,0.0,0.0,0.0,0.0,0.71326685,0.6375454,0.64025354,0.0410958904109589,5,0
DB00550,D605839,0,train,6.0,1.0,0.15161,0.0,0.0392156862745098,0.0,0.89488333,0.775681,0.7079198,0.1149425287356321,0.90966,0.0,0.0392156862745098,0.0,0.89488333,0.775681,0.7079198,0.1149425287356321,5,0
DB01197,D148100,0,train,1.0,1.0,0.0,0.0,0.0555555555555555,0.0,0.810674,0.74286187,0.76678,0.074074074074074,0.0,0.0,0.0555555555555555,0.0,0.810674,0.74286187,0.76678,0.074074074074074,5,0
DB00968,D102400,0,train,1.0,1.0,0.030657,0.0,0.025,0.0,0.7411261,0.62407684,0.6919638,0.1111111111111111,0.030657,0.0,0.025,0.0,0.7411261,0.62407684,0.6919638,0.1111111111111111,5,0
DB00281,D194070,0,train,3.0,1.0,0.056794,0.1428571428571428,0.2363636363636363,0.0,0.60172856,0.87058705,0.78916293,0.174757281553398,0.1703819999999999,0.1428571428571428,0.2363636363636363,0.0,0.60172856,0.87058705,0.78916293,0.174757281553398,5,0
DB00162,D608583,0,train,7.0,1.0,0.0,0.0,0.06,0.0,0.704489,0.6392642,0.6835041,0.072072072072072,0.0,0.0,0.06,0.0,0.704489,0.6392642,0.6835041,0.072072072072072,5,0
DB00611,D208920,0,train,2.0,2.0,0.1591,0.0,0.0217391304347826,0.0,0.59701735,0.62147844,0.62187624,0.087719298245614,0.3182,0.0,0.0434782608695652,0.0,1.1940347,1.24295688,1.24375248,0.175438596491228,5,0
DB00989,D125851,0,train,11.0,1.0,0.1372,0.5,0.217391304347826,0.0,0.7812032,0.84821045,0.80931264,0.1979166666666666,1.5092,0.5,0.217391304347826,0.0,0.7812032,0.84821045,0.80931264,0.1979166666666666,5,0
DB00882,D254200,0,train,5.0,3.0,0.17561,0.0,0.027027027027027,0.0,0.6849865,0.6951545,0.8055635,0.2454545454545454,0.87805,0.0,0.081081081081081,0.0,2.0549595000000003,2.0854635,2.4166905,0.7363636363636362,5,0
DB01157,D165720,0,train,15.0,1.0,0.14691,0.0,0.1052631578947368,0.0,0.86768967,0.811387,0.8806493,0.2043795620437956,2.20365,0.0,0.1052631578947368,0.0,0.86768967,0.811387,0.8806493,0.2043795620437956,5,0
DB01151,D217150,0,train,1.0,2.0,0.028607,0.0,0.073170731707317,0.0,0.6300617,0.81276566,0.64108944,0.1018518518518518,0.028607,0.0,0.146341463414634,0.0,1.2601234,1.62553132,1.28217888,0.2037037037037036,5,0
DB00767,D604278,0,train,1.0,2.0,0.1224,0.0,0.0,0.0,0.602548,0.6814539,0.79755455,0.0352941176470588,0.1224,0.0,0.0,0.0,1.205096,1.3629078,1.5951091,0.0705882352941176,5,0
DB01017,D217150,0,train,1.0,1.0,0.028607,0.0,0.0,0.0,0.5896297,0.68072546,0.79485935,0.0652173913043478,0.028607,0.0,0.0,0.0,0.5896297,0.68072546,0.79485935,0.0652173913043478,5,0
DB00188,D192000,0,train,6.0,1.0,0.039101,0.0,0.0847457627118644,0.0,0.7290708,0.7663101,0.74381167,0.2272727272727272,0.2346059999999999,0.0,0.0847457627118644,0.0,0.7290708,0.7663101,0.74381167,0.2272727272727272,5,0
DB00297,D608217,0,train,1.0,1.0,0.1358,0.125,0.1379310344827586,0.0,0.6091322,0.74259776,0.6326733,0.1717171717171717,0.1358,0.125,0.1379310344827586,0.0,0.6091322,0.74259776,0.6326733,0.1717171717171717,5,0
DB00476,D268320,0,train,1.0,1.0,0.2654,0.0,0.0697674418604651,0.0,0.80758613,0.609609,0.8475394,0.0818181818181818,0.2654,0.0,0.0697674418604651,0.0,0.80758613,0.609609,0.8475394,0.0818181818181818,5,0
DB00244,D152700,0,train,3.0,1.0,0.39881,0.0,0.0294117647058823,0.0,0.8022803,0.79755735,0.7947227,0.1690140845070422,1.19643,0.0,0.0294117647058823,0.0,0.8022803,0.79755735,0.7947227,0.1690140845070422,5,0
DB00679,D205700,0,train,1.0,2.0,0.047814,0.0,0.03125,0.0,0.59909755,0.7726025,0.6227771,0.0666666666666666,0.047814,0.0,0.0625,0.0,1.1981951,1.545205,1.2455542,0.1333333333333332,5,0
DB00476,D166760,0,train,7.0,1.0,0.090447,0.0,0.1428571428571428,0.0,0.92057616,0.7829712,0.8448452,0.3274336283185841,0.633129,0.0,0.1428571428571428,0.0,0.92057616,0.7829712,0.8448452,0.3274336283185841,5,0
DB00480,D145590,0,train,19.0,2.0,0.15363,0.1428571428571428,0.1162790697674418,0.0,0.8350702,0.8273077,0.82173914,0.2125,2.91897,0.2857142857142856,0.2325581395348836,0.0,1.6701404,1.6546154,1.64347828,0.425,5,0
DB00524,D266600,0,train,7.0,1.0,0.052144,0.0,0.0166666666666666,0.0,0.8145882,0.87835425,0.7843329,0.2087912087912088,0.365008,0.0,0.0166666666666666,0.0,0.8145882,0.87835425,0.7843329,0.2087912087912088,5,0
DB00929,D165199,0,train,6.0,1.0,0.13642,0.0,0.0909090909090909,0.5,0.8008341,0.7987249,0.78255576,0.1118881118881118,0.8185200000000001,0.0,0.0909090909090909,0.5,0.8008341,0.7987249,0.78255576,0.1118881118881118,5,0
DB00240,D601682,0,train,8.0,1.0,0.0,0.0,0.0612244897959183,0.0,0.8138775,0.88256323,0.8083866,0.1476510067114094,0.0,0.0,0.0612244897959183,0.0,0.8138775,0.88256323,0.8083866,0.1476510067114094,5,0
DB01098,D238800,0,train,1.0,1.0,0.031603,0.0,0.1129032258064516,0.0,0.70618796,0.8035594,0.7339016,0.1044776119402985,0.031603,0.0,0.1129032258064516,0.0,0.70618796,0.8035594,0.7339016,0.1044776119402985,5,0
DB00641,D171300,0,train,6.0,1.0,0.31115,0.0,0.1428571428571428,0.0,0.80866,0.78027487,0.80590487,0.2137404580152671,1.8669,0.0,0.1428571428571428,0.0,0.80866,0.78027487,0.80590487,0.2137404580152671,5,0
DB01019,D143880,0,train,5.0,1.0,0.043247,0.0,0.0,0.0,0.7493783,0.75503564,0.57921684,0.0655737704918032,0.216235,0.0,0.0,0.0,0.7493783,0.75503564,0.57921684,0.0655737704918032,5,0
DB00542,D168600,0,train,8.0,4.0,0.09307,0.0,0.0784313725490196,0.0,0.85978913,0.8308325,0.8381851,0.2792792792792792,0.74456,0.0,0.3137254901960784,0.0,3.43915652,3.32333,3.3527404,1.1171171171171168,5,0
DB00804,D138800,0,train,1.0,2.0,0.036262,0.0,0.032258064516129,0.0,0.6785817,0.5327436,0.7638248,0.0416666666666666,0.036262,0.0,0.064516129032258,0.0,1.3571634,1.0654872,1.5276496,0.0833333333333332,5,0
DB00490,D601042,0,train,7.0,3.0,0.037449,0.2941176470588235,0.2181818181818181,0.0,0.8384322,0.85592586,0.81536716,0.1263736263736263,0.262143,0.8823529411764705,0.6545454545454543,0.0,2.5152966,2.56777758,2.44610148,0.3791208791208789,5,0
DB00829,D254400,0,train,6.0,0.0,0.0,0.0,0.1388888888888889,0.0,0.7041578,0.86363244,0.78370136,0.1869158878504672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB00333,D133239,0,train,3.0,3.0,0.066971,0.25,0.3142857142857143,0.0,0.82413614,0.8669552,0.7907526,0.2241379310344827,0.200913,0.75,0.9428571428571428,0.0,2.47240842,2.6008656,2.3722578,0.6724137931034482,5,0
DB00924,D600808,0,train,3.0,1.0,0.067258,0.0,0.03125,0.0,0.61862427,0.56806755,0.7052724,0.1102362204724409,0.201774,0.0,0.03125,0.0,0.61862427,0.56806755,0.7052724,0.1102362204724409,5,0
DB00308,D192000,0,train,6.0,2.0,0.0,0.0,0.04,0.0,0.83055377,0.8432059,0.7570153,0.1415929203539823,0.0,0.0,0.08,0.0,1.66110754,1.6864118,1.5140306,0.2831858407079646,5,0
DB01113,D208085,0,train,1.0,3.0,0.14989,0.0,0.0317460317460317,0.0,0.75823295,0.8400966,0.85329026,0.1636363636363636,0.14989,0.0,0.0952380952380951,0.0,2.27469885,2.5202898,2.55987078,0.4909090909090908,5,0
DB00153,D167320,0,train,6.0,2.0,0.21509,0.0,0.1428571428571428,1.0,0.66025174,0.8021407,0.78025997,0.044862518089725,1.29054,0.0,0.2857142857142856,2.0,1.32050348,1.6042814,1.56051994,0.08972503617945,5,0
DB00310,D125851,0,train,11.0,2.0,0.16505,0.0,0.1025641025641025,0.0,0.83869094,0.8581177,0.0,0.2450980392156862,1.81555,0.0,0.205128205128205,0.0,1.67738188,1.7162354,0.0,0.4901960784313724,5,0
DB00783,D125850,0,train,13.0,1.0,0.057624,0.0,0.0923076923076923,0.0,0.7957579,0.6728887,0.85414636,0.208695652173913,0.749112,0.0,0.0923076923076923,0.0,0.7957579,0.6728887,0.85414636,0.208695652173913,5,0
DB05259,D605021,0,train,2.0,1.0,0.13391,0.0,0.0,0.0,0.83686316,0.78359956,0.70878917,0.1684210526315789,0.26782,0.0,0.0,0.0,0.83686316,0.78359956,0.70878917,0.1684210526315789,5,0
DB01221,D140300,0,train,1.0,5.0,0.26146,0.0,0.0196078431372549,0.0,0.7556449,0.4774885,0.6918866,0.1030927835051546,0.26146,0.0,0.0980392156862745,0.0,3.7782245,2.3874425,3.459433,0.515463917525773,5,0
DB00476,D107650,0,train,1.0,1.0,0.15005,0.0,0.1636363636363636,0.0,0.80607474,0.6296546,0.6451243,0.2325581395348837,0.15005,0.0,0.1636363636363636,0.0,0.80607474,0.6296546,0.6451243,0.2325581395348837,5,0
DB00017,D608105,0,train,5.0,4.0,0.17908,0.0,0.0714285714285714,0.0,0.7545726,0.71979475,0.6935425,0.0779036827195467,0.8954,0.0,0.2857142857142856,0.0,3.0182904,2.879179,2.77417,0.3116147308781868,5,0
DB13919,D151400,0,train,3.0,2.0,0.054526,0.0,0.123076923076923,0.0,0.8126074,0.5366442,0.0,0.2164948453608247,0.163578,0.0,0.246153846153846,0.0,1.6252148,1.0732884,0.0,0.4329896907216494,5,0
DB01069,D115645,0,train,1.0,2.0,0.11419,0.0,0.1617647058823529,0.0,0.73003703,0.5416095,0.71027803,0.1868131868131868,0.11419,0.0,0.3235294117647058,0.0,1.46007406,1.083219,1.42055606,0.3736263736263736,5,0
DB00707,D608217,0,train,1.0,2.0,0.11788,0.0,0.0,0.0,0.6935904,0.6906585,0.70055014,0.0685920577617328,0.11788,0.0,0.0,0.0,1.3871808,1.381317,1.40110028,0.1371841155234656,5,0
DB00017,D310468,0,train,2.0,4.0,0.10097,0.0,0.0,0.0,0.7381552,0.6675139,0.800296,0.0347322720694645,0.20194,0.0,0.0,0.0,2.9526208,2.6700556,3.201184,0.138929088277858,5,0
DB00925,D125310,0,train,8.0,1.0,0.10374,0.1666666666666666,0.12,0.0,0.8206961,0.86011815,0.8441203,0.2,0.82992,0.1666666666666666,0.12,0.0,0.8206961,0.86011815,0.8441203,0.2,5,0
DB00669,D240400,0,train,1.0,3.0,0.3441,0.0,0.0172413793103448,0.0,0.47113523,0.64851993,0.6249962,0.0617283950617283,0.3441,0.0,0.0517241379310344,0.0,1.41340569,1.94555979,1.8749886,0.1851851851851849,5,0
